Player,Wy_Position,Wy_Contract expires,Wy_Team,Wy_Team within selected timeframe,Wy_Age,Wy_Birth country,Wy_Passport country,Wy_Foot,Wy_Market value,Wy_Rating,Wy_Rating_predict,Wy_Rating_diff,TM_Salary,TM_Salary Date,TM_Highest Market Value,TM_Date of Highest Value,TM_Joined Date,TM_Contract Until,TM_Date of Last Contract Extension,TM_Player Agent,TM_Player Name,TM_Nat.,TM_Age,TM_Club,TM_Position Detail,TM_player_href
R. Nuhu,GK,,Union Omaha,Union Omaha,25.0,Ghana,"Ghana, United States",right,160500.0,6.89,6.872229761904757,-0.017770238095242696,165000,,165000,,2020-02-16,2022-11-30,2022-01-14,Remington Ellis Management,Rashid Nuhu,Ghana,26,Union Omaha,Goalkeeper,https://www.transfermarkt.us/rashid-nuhu/profil/spieler/674379
D. Castanheira,GK,,Atlanta United,Fort Lauderdale,26.0,United States,United States,right,133750.0,7.7,7.225878333333328,-0.4741216666666723,,,,,,,,,,,,,,
W. Lapsley,GK,,Tucson,Tucson,24.0,United States,United States,,133750.0,6.77,6.8586740476190435,0.08867404761904396,,,,,,,,,,,,,,
A. Fitzgerald,GK,,Richmond Kickers,Richmond Kickers,34.0,Japan,"Japan, United States",right,133750.0,7.05,6.959136666666662,-0.09086333333333751,110000,,275000,,2019-02-06,2023-11-30,2021-12-02,Football Company Srl,Akira Fitzgerald,Japan,34,Richmond Kickers,Goalkeeper,https://www.transfermarkt.us/akira-fitzgerald/profil/spieler/191921
A. Fitzgerald,GK,,Richmond Kickers,Richmond Kickers,34.0,Japan,"Japan, United States",right,133750.0,7.05,6.959136666666662,-0.09086333333333751,110000,,275000,,2019-02-06,2023-11-30,2021-12-02,Football Company Srl,Akira Fitzgerald,Japan,34,Richmond Kickers,Goalkeeper,https://www.transfermarkt.us/akira-fitzgerald/profil/spieler/191921
A. Fitzgerald,GK,,Richmond Kickers,Richmond Kickers,34.0,Japan,"Japan, United States",right,133750.0,7.05,6.959136666666662,-0.09086333333333751,110000,,275000,,2019-02-06,2023-11-30,2021-12-02,Football Company Srl,Akira Fitzgerald,Japan,34,Richmond Kickers,Goalkeeper,https://www.transfermarkt.us/akira-fitzgerald/profil/spieler/191921
D. Jaye,GK,2021-11-30,Greenville Triumph,Greenville Triumph,28.0,United States,"United States, Guam",right,133750.0,6.72,6.697894285714284,-0.022105714285715727,138000,,138000,,2022-01-19,2022-11-30,,First Team,Dallas Jaye,Guam,28,Greenville Triumph SC,Goalkeeper,https://www.transfermarkt.us/dallas-jaye/profil/spieler/256547
D. Jaye,GK,2021-11-30,Greenville Triumph,Greenville Triumph,28.0,United States,"United States, Guam",right,133750.0,6.72,6.697894285714284,-0.022105714285715727,138000,,138000,,2022-01-19,2022-11-30,,First Team,Dallas Jaye,Guam,28,Greenville Triumph SC,Goalkeeper,https://www.transfermarkt.us/dallas-jaye/profil/spieler/256547
D. Jaye,GK,2021-11-30,Greenville Triumph,Greenville Triumph,28.0,United States,"United States, Guam",right,133750.0,6.72,6.697894285714284,-0.022105714285715727,138000,,138000,,2022-01-19,2022-11-30,,First Team,Dallas Jaye,Guam,28,Greenville Triumph SC,Goalkeeper,https://www.transfermarkt.us/dallas-jaye/profil/spieler/256547
P. Breno,GK,,Forward Madison,Forward Madison,26.0,United States,United States,right,133750.0,6.79,6.9474073809523755,0.1574073809523755,,,,,,,,,,,,,,
B. Knighton,GK,2021-11-30,New England,New England II,36.0,United States,United States,right,107000.0,6.7,6.60402,-0.09597999999999995,,,,,,,,,,,,,,
C. Brady,GK,2023-12-31,Chicago Fire,Forward Madison,17.0,United States,United States,,107000.0,7.7,7.171233333333328,-0.5287666666666722,,,,,,,,,,,,,,
K. Piedrahita,GK,,Union Omaha,Union Omaha,30.0,United States,United States,right,107000.0,6.5,6.945594523809519,0.44559452380951914,,,,,,,,,,,,,,
T. Trilk,GK,,Chattanooga Red Wolves,Chattanooga Red Wolves,23.0,United States,United States,,107000.0,6.79,6.968419047619039,0.17841904761903926,,,,,,,,,,,,,,
J. Rice,GK,,New England II,New England II,25.0,United States,United States,,107000.0,7.06,7.231944999999992,0.17194499999999202,,,,,,,,,,,,,,
C. Shutler,GK,,North Texas,North Texas,23.0,United States,United States,,107000.0,7.0,6.952659523809516,-0.04734047619048365,,,,,,,,,,,,,,
P. Christensen,GK,2021-11-30,Greenville Triumph,Greenville Triumph,25.0,United States,United States,right,107000.0,7.04,6.975507380952376,-0.06449261904762427,,,,,,,,,,,,,,
K. Silva,GK,2021-11-30,Toronto,Toronto II,23.0,United States,"United States, Brazil",left,80250.0,6.58,6.758843809523811,0.17884380952381118,,,,,,,,,,,,,,
D. Callender,GK,,Inter Miami,Fort Lauderdale,24.0,United States,United States,,80250.0,6.85,6.703771904761902,-0.1462280952380972,,,,,,,,,,,,,,
S. Mora-Mora,GK,,Chattanooga Red Wolves,Chattanooga Red Wolves,23.0,United States,United States,,53500.0,6.59,6.776666904761903,0.1866669047619034,,,,,,,,,,,,,,
A. Aviza,GK,,Richmond Kickers,Richmond Kickers,24.0,England,England,,53500.0,6.4,6.542393333333332,0.14239333333333182,,,,,,,,,,,,,,
D. Las,GK,2022-06-30,Fulham U21,North Carolina FC,19.0,United States,"United States, Poland",right,0.0,7.1,6.672259523809524,-0.4277404761904755,,,,,,,,,,,,,,
N. Holliday,GK,,North Carolina FC,North Carolina FC,15.0,United States,United States,unknown,0.0,7.42,6.930028095238089,-0.4899719047619113,,,,,,,,,,,,,,
C. Patterson-Sewell,GK,,,Toronto II,34.0,United States,"United States, Australia",right,0.0,7.08,7.321558333333326,0.24155833333332577,,,,,,,,,,,,,,
