Player,Wy_Position,Wy_Contract expires,Wy_Team,Wy_Team within selected timeframe,Wy_Age,Wy_Birth country,Wy_Passport country,Wy_Foot,Wy_Market value,Wy_Rating,Wy_Rating_predict,Wy_Rating_diff,TM_Salary,TM_Salary Date,TM_Highest Market Value,TM_Date of Highest Value,TM_Joined Date,TM_Contract Until,TM_Date of Last Contract Extension,TM_Player Agent,TM_Player Name,TM_Nat.,TM_Age,TM_Club,TM_Position Detail,TM_player_href
L. Arriaga,"CM,AM",,North Carolina FC,North Carolina FC,20.0,United States,United States,right,160500.0,6.82,6.880799489049565,0.06079948904956467,165000,,220000,,2021-03-11,2022-11-30,2021-12-01,,Luis Arriaga,United States,20 (21),North Carolina FC,midfield - Attacking Midfield,https://www.transfermarkt.us/luis-arriaga/profil/spieler/469856
B. Ferri,CM,2021-11-30,North Texas,North Texas,21.0,United States,United States,left,160500.0,7.09,6.913495394687504,-0.17650460531249568,,,,,,,,,,,,,,
M. Bolduc,"CM,AM,W",,Richmond Kickers,Richmond Kickers,27.0,United States,United States,right,133750.0,6.73,6.905876108217432,0.17587610821743116,138000,,165000,,2017-05-17,2022-11-30,2021-12-07,,Matt Bolduc,United States,27,Richmond Kickers,midfield - Right Midfield,https://www.transfermarkt.us/matt-bolduc/profil/spieler/430348
C. Enriquez,CM,,Forward Madison,Forward Madison,23.0,United States,United States,right,133750.0,6.61,6.737862412534898,0.12786241253489727,138000,,138000,,2021-06-18,2022-11-30,2021-12-21,Schiano Soccer,Christian Enriquez,United States,23,Forward Madison FC,midfield - Central Midfield,https://www.transfermarkt.us/christian-enriquez/profil/spieler/570449
N. Pilato,"CM,AM",,Greenville Triumph,Greenville Triumph,25.0,United States,United States,right,133750.0,6.81,6.661971066932903,-0.14802893306709652,,,,,,,,,,,,,,
V. Candela,CM,,Tormenta,Tormenta,27.0,Colombia,"Colombia, Italy",right,133750.0,6.68,6.850393720705203,0.17039372070520287,,,,,,,,,,,,,,
J. Scearce,CM,,Union Omaha,Union Omaha,23.0,United States,United States,,133750.0,7.16,7.0189734849395675,-0.14102651506043262,138000,,138000,,2020-02-17,2022-11-30,2021-12-21,,John Scearce,United States,23 (24),Union Omaha,midfield - Central Midfield,https://www.transfermarkt.us/john-scearce/profil/spieler/670165
E. Bryant,"CM,W",,San Antonio,Richmond Kickers,20.0,United States,United States,right,133750.0,6.62,6.706033467583394,0.08603346758339381,,,,,,,,,,,,,,
M. Vang,"CM,AM,CF",,Columbus Crew II,Forward Madison,21.0,United States,United States,right,133750.0,6.62,6.729079648008488,0.10907964800848813,,,,,,,,,,,,,,
J. Pena,CM,2021-11-30,Tucson,Tucson,21.0,United States,United States,left,107000.0,6.54,6.730417171566062,0.19041717156606186,,,,,,,,,,,,,,
A. Obinwa,CM,2021-11-30,Tormenta,Tormenta,24.0,United States,United States,right,107000.0,6.58,6.837554241719732,0.25755424171973207,,,,,,,,,,,,,,
S. Yeates,"CM,CF",,Toronto II,Toronto II,21.0,Canada,Canada,right,107000.0,6.72,6.879394306732239,0.15939430673223942,,,,,,,,,,,,,,
Alisson,"CB,CM",,North Texas,North Texas,22.0,Brazil,Brazil,,107000.0,6.61,6.7609889917245765,0.15098899172457614,,,,,,,,,,,,,,
A. Booth,"CM,AM,W",,Greenville Triumph,Greenville Triumph,24.0,United States,United States,,107000.0,6.87,7.024616865079363,0.15461686507936268,110000,,110000,,2022-01-03,2022-11-30,,Remington Ellis Management,Andrew Booth,Jamaica-United States,24,Greenville Triumph SC,midfield - Right Midfield,https://www.transfermarkt.us/andrew-booth/profil/spieler/509539
A. Booth,"CM,AM,W",,Greenville Triumph,Greenville Triumph,24.0,United States,United States,,107000.0,6.87,7.024616865079363,0.15461686507936268,110000,,110000,,2022-01-03,2022-11-30,,Remington Ellis Management,Andrew Booth,Jamaica,24,Greenville Triumph SC,midfield - Right Midfield,https://www.transfermarkt.us/andrew-booth/profil/spieler/509539
A. Booth,"CM,AM,W",,Greenville Triumph,Greenville Triumph,24.0,United States,United States,,107000.0,6.87,7.024616865079363,0.15461686507936268,110000,,110000,,2022-01-03,2022-11-30,,Remington Ellis Management,Andrew Booth,Jamaica,24,Greenville Triumph SC,midfield - Right Midfield,https://www.transfermarkt.us/andrew-booth/profil/spieler/509539
A. Booth,"CM,AM,W",,Greenville Triumph,Greenville Triumph,24.0,United States,United States,,107000.0,6.87,7.024616865079363,0.15461686507936268,110000,,110000,,2022-01-03,2022-11-30,,Remington Ellis Management,Andrew Booth,Jamaica,24,Greenville Triumph SC,midfield - Right Midfield,https://www.transfermarkt.us/andrew-booth/profil/spieler/509539
J. Villalobos,"CM,CF",,Chattanooga Red Wolves,Chattanooga Red Wolves,26.0,United States,"United States, Mexico",,107000.0,6.84,6.941774319455922,0.10177431945592197,110000,,110000,,2020-12-04,2022-11-30,2021-12-22,,Jimmie Villalobos,United States-Mexico,26,Chattanooga Red Wolves SC,midfield - Right Midfield,https://www.transfermarkt.us/jimmie-villalobos/profil/spieler/836268
T. Otieno,"FB,CM",,Union Omaha,Union Omaha,23.0,Kenya,Kenya,,107000.0,6.88,7.013180298035297,0.13318029803529718,110000,,110000,,2022-02-15,2023-11-30,,Ascension Athletes,Tobias Otieno,Kenya,23,Union Omaha,midfield - Defensive Midfield,https://www.transfermarkt.us/tobias-otieno/profil/spieler/708944
T. Otieno,"FB,CM",,Union Omaha,Union Omaha,23.0,Kenya,Kenya,,107000.0,6.88,7.013180298035297,0.13318029803529718,110000,,110000,,2022-02-15,2023-11-30,,Ascension Athletes,Tobias Otieno,Kenya,23,Union Omaha,midfield - Defensive Midfield,https://www.transfermarkt.us/tobias-otieno/profil/spieler/708944
T. Otieno,"FB,CM",,Union Omaha,Union Omaha,23.0,Kenya,Kenya,,107000.0,6.88,7.013180298035297,0.13318029803529718,110000,,110000,,2022-02-15,2023-11-30,,Ascension Athletes,Tobias Otieno,Kenya,23,Union Omaha,midfield - Defensive Midfield,https://www.transfermarkt.us/tobias-otieno/profil/spieler/708944
T. Otieno,"FB,CM",,Union Omaha,Union Omaha,23.0,Kenya,Kenya,,107000.0,6.88,7.013180298035297,0.13318029803529718,110000,,110000,,2022-02-15,2023-11-30,,Ascension Athletes,Tobias Otieno,Kenya,23,Union Omaha,midfield - Defensive Midfield,https://www.transfermarkt.us/tobias-otieno/profil/spieler/708944
M. Hemmings,CM,2021-11-30,Greenville Triumph,Greenville Triumph,24.0,England,England,,107000.0,6.94,6.880419488006024,-0.059580511993976515,,,,,,,,,,,,,,
J. Altobelli,"CM,CF",,Toronto II,Toronto II,19.0,Canada,Canada,right,107000.0,6.76,7.026217757936506,0.2662177579365066,110000,,110000,,2020-12-16,2022-11-30,,Felkrem,Julian Altobelli,Canada-Italy,18 (19),Toronto FC II,attack - Centre-Forward,https://www.transfermarkt.us/julian-altobelli/profil/spieler/718101
J. Sukow,"CM,CF",,Forward Madison,Forward Madison,23.0,United States,United States,unknown,107000.0,6.8,7.045593234126984,0.24559323412698397,110000,,110000,,2021-04-22,2022-11-30,2021-12-16,Path2Pro,Justin Sukow,United States,23,Forward Madison FC,midfield - Central Midfield,https://www.transfermarkt.us/justin-sukow/profil/spieler/886631
A. Jepson,CM,,Forward Madison,Forward Madison,27.0,United States,United States,right,107000.0,6.78,6.933176218459851,0.1531762184598504,,,,,,,,,,,,,,
H. Neville,"FB,CM",,Inter Miami II,Fort Lauderdale,19.0,England,"England, Republic of Ireland",,107000.0,6.71,6.831825455924344,0.1218254559243439,,,,,,,,,,,,,,
S. Alves,"CM,AM,CF",2021-11-30,Richmond Kickers,Richmond Kickers,25.0,Brazil,"Brazil, United States",,80250.0,6.77,6.760421477885923,-0.009578522114076726,,,,,,,,,,,,,,
G. Lavergne,CM,2021-11-30,York United FC,Tucson,22.0,United States,United States,,80250.0,6.3,6.9275471731073885,0.6275471731073887,,,,,,,,,,,,,,
J. Pérez,"CM,CF",,Dundalk,Forward Madison,24.0,United States,"United States, Mexico",left,80250.0,6.91,6.851411758576168,-0.05858824142383234,,,,,,,,,,,,,,
D. Steedman,"CM,AM",,,North Carolina FC,21.0,United States,United States,,80250.0,6.6,6.834237841707833,0.23423784170783346,,,,,,,,,,,,,,
P. Pearson,CM,,North Carolina FC,North Carolina FC,25.0,United States,United States,,80250.0,6.81,6.818725832460188,0.008725832460187988,83000,,83000,,2022-01-27,2022-11-30,,FSG USA,Peter Pearson,United States,25 (26),North Carolina FC,midfield - Defensive Midfield,https://www.transfermarkt.us/peter-pearson/profil/spieler/644927
A. Caputo,"CM,W",,Fort Lauderdale,Fort Lauderdale,21.0,Venezuela,"Venezuela, Italy",,80250.0,6.68,6.732896934438452,0.05289693443845245,83000,,83000,,2021-04-09,2022-11-30,2022-02-24,RedWine Sports,Abel Caputo,Venezuela-Italy,20 (21),Fort Lauderdale CF,attack - Right Winger,https://www.transfermarkt.us/abel-caputo/profil/spieler/677694
A. Caputo,"CM,W",,Fort Lauderdale,Fort Lauderdale,21.0,Venezuela,"Venezuela, Italy",,80250.0,6.68,6.732896934438452,0.05289693443845245,83000,,83000,,2021-04-09,2022-11-30,2022-02-24,RedWine Sports,Abel Caputo,Venezuela,21,Inter Miami CF II,attack - Right Winger,https://www.transfermarkt.us/abel-caputo/profil/spieler/677694
A. Caputo,"CM,W",,Fort Lauderdale,Fort Lauderdale,21.0,Venezuela,"Venezuela, Italy",,80250.0,6.68,6.732896934438452,0.05289693443845245,83000,,83000,,2021-04-09,2022-11-30,2022-02-24,RedWine Sports,Abel Caputo,Venezuela,21,Inter Miami CF II,attack - Right Winger,https://www.transfermarkt.us/abel-caputo/profil/spieler/677694
A. Caputo,"CM,W",,Fort Lauderdale,Fort Lauderdale,21.0,Venezuela,"Venezuela, Italy",,80250.0,6.68,6.732896934438452,0.05289693443845245,83000,,83000,,2021-04-09,2022-11-30,2022-02-24,RedWine Sports,Abel Caputo,Venezuela,21,Inter Miami CF II,attack - Right Winger,https://www.transfermarkt.us/abel-caputo/profil/spieler/677694
C. Vickers,"CM,W",2021-11-30,Richmond Kickers,Richmond Kickers,32.0,United States,United States,,53500.0,6.59,6.878015084467536,0.28801508446753576,,,,,,,,,,,,,,
N. Aune,"CB,CM",,Richmond Kickers,Richmond Kickers,25.0,United States,United States,right,53500.0,6.55,6.737838183542559,0.1878381835425591,,,,,,,,,,,,,,
J. Odenbeck,CM,2021-11-30,Stumptown Athletic,Tucson,26.0,United States,United States,,26750.0,6.64,6.749336321032092,0.10933632103209234,,,,,,,,,,,,,,
C. McCall,"CM,W",,,Tormenta,25.0,Scotland,Scotland,,26750.0,6.3,6.756194753591881,0.45619475359188133,,,,,,,,,,,,,,
M. Matthews,CM,,New England II,New England II,18.0,United States,United States,,0.0,6.4,6.712122467820233,0.3121224678202328,,,,,,,,,,,,,,
M. Kwesele,"CB,CM",,Richmond Kickers,Richmond Kickers,26.0,United States,United States,unknown,0.0,6.47,6.740003602651828,0.270003602651828,,,,,,,,,,,,,,
B. Sanchez,CM,,Tucson,Tucson,17.0,United States,United States,,0.0,6.45,6.827101886161262,0.3771018861612614,,,,,,,,,,,,,,
J. Buck,CM,,New England Res.,New England II,18.0,United States,United States,right,0.0,6.45,6.621874438684846,0.17187443868484564,,,,,,,,,,,,,,
N. Ovalle,CM,,Toronto II,Toronto II,21.0,Chile,Chile,,0.0,6.35,6.9555492564407215,0.6055492564407219,,,,,,,,,,,,,,
D. Hardin,"CB,CM",,Fort Lauderdale,Fort Lauderdale,17.0,United States,United States,unknown,0.0,6.59,6.875847827019101,0.2858478270191007,83000,,83000,,2022-02-24,2022-11-30,,,Drew Hardin,United States,17,Fort Lauderdale CF,midfield - Central Midfield,https://www.transfermarkt.us/drew-hardin/profil/spieler/882090
M. Corcoran,CM,,North Texas,North Texas,15.0,United States,United States,,0.0,6.75,6.871857280958583,0.12185728095858295,,,,,,,,,,,,,,
A. Messer,CM,,Penn Quakers,North Carolina FC,18.0,United States,United States,,0.0,0.0,6.958759256440722,6.958759256440722,,,,,,,,,,,,,,
C. McCamy,"FB,CB,CM",,Northwestern Wildcats,North Carolina FC,18.0,United States,United States,,0.0,6.23,6.807335682201819,0.5773356822018183,,,,,,,,,,,,,,
N. Albadawi,CM,,,North Carolina FC,30.0,United States,"United States, Palestine",right,0.0,7.1,6.828826624713152,-0.27117337528684793,,,385000,,2021-09-12,,,Topnotch Management,Nazmi Albadawi,Palästina-United States,30,North Carolina FC,midfield - Central Midfield,https://www.transfermarkt.us/nazmi-albadawi/profil/spieler/308162
N. Albadawi,CM,,,North Carolina FC,30.0,United States,"United States, Palestine",right,0.0,7.1,6.828826624713152,-0.27117337528684793,,,385000,,2021-09-12,,,Topnotch Management,Nazmi Albadawi,Palästina,30,North Carolina FC,midfield - Central Midfield,https://www.transfermarkt.us/nazmi-albadawi/profil/spieler/308162
N. Albadawi,CM,,,North Carolina FC,30.0,United States,"United States, Palestine",right,0.0,7.1,6.828826624713152,-0.27117337528684793,,,385000,,2021-09-12,,,Topnotch Management,Nazmi Albadawi,Palästina,30,North Carolina FC,midfield - Central Midfield,https://www.transfermarkt.us/nazmi-albadawi/profil/spieler/308162
N. Albadawi,CM,,,North Carolina FC,30.0,United States,"United States, Palestine",right,0.0,7.1,6.828826624713152,-0.27117337528684793,,,385000,,2021-09-12,,,Topnotch Management,Nazmi Albadawi,Palästina,30,North Carolina FC,midfield - Central Midfield,https://www.transfermarkt.us/nazmi-albadawi/profil/spieler/308162
D. Ramirez,CM,,New England II,New England II,20.0,United States,United States,,0.0,6.64,6.699459867827316,0.05945986782731616,,,,,,,,,,,,,,
H. Fujiwara,"CM,AM",,New England II,New England II,18.0,Japan,Japan,,0.0,6.73,6.917284302085661,0.1872843020856605,,,,,,,,,,,,,,
M. Maldonado,"FB,CB,CM",,North Texas,North Texas,23.0,United States,United States,,0.0,6.9,6.771345457253942,-0.12865454274605792,,,,,,,,,,,,,,
T. Freitas,"FB,CM",,New England,New England II,21.0,United States,United States,,0.0,6.5,6.69078023294473,0.19078023294473034,,,,,,,,,,,,,,
J. Ramos,"CB,CM",,Chattanooga Red Wolves,Chattanooga Red Wolves,23.0,United States,United States,,0.0,7.11,6.759458750684648,-0.35054124931535213,,,,,,,,,,,,,,
J. Saavedra,CM,,Fort Lauderdale,Fort Lauderdale,18.0,United States,United States,,0.0,6.5,6.738708215631346,0.2387082156313456,,,,,,,,,,,,,,
R. Poplawski,CM,,Fort Lauderdale,Fort Lauderdale,24.0,Argentina,"Argentina, United States",,0.0,6.81,6.815615333979738,0.005615333979738679,,,,,,,,,,,,,,
F. Raggio,CM,,Fort Lauderdale,Fort Lauderdale,19.0,United States,United States,,0.0,6.37,6.836182363425939,0.466182363425939,,,,,,,,,,,,,,
