Player,Wy_Position,Wy_Contract expires,Wy_Team,Wy_Team within selected timeframe,Wy_Age,Wy_Birth country,Wy_Passport country,Wy_Foot,Wy_Market value,Wy_Rating,Wy_Rating_predict,Wy_Rating_diff,TM_Salary,TM_Salary Date,TM_Highest Market Value,TM_Date of Highest Value,TM_Joined Date,TM_Contract Until,TM_Date of Last Contract Extension,TM_Player Agent,TM_Player Name,TM_Nat.,TM_Age,TM_Club,TM_Position Detail,TM_player_href
E. Kizza,CF,,New England,New England II,22.0,Uganda,Uganda,,214000.0,6.93,6.813225308828368,-0.11677469117163142,220000,,220000,,2022-03-30,2022-11-30,,ICM Stellar Sports,Edward Kizza,Uganda,23,New England Revolution II,attack - Centre-Forward,https://www.transfermarkt.us/edward-kizza/profil/spieler/857412
E. Kizza,CF,,New England,New England II,22.0,Uganda,Uganda,,214000.0,6.93,6.813225308828368,-0.11677469117163142,220000,,220000,,2022-03-30,2022-11-30,,ICM Stellar Sports,Edward Kizza,Uganda,23,New England Revolution II,attack - Centre-Forward,https://www.transfermarkt.us/edward-kizza/profil/spieler/857412
E. Kizza,CF,,New England,New England II,22.0,Uganda,Uganda,,214000.0,6.93,6.813225308828368,-0.11677469117163142,220000,,220000,,2022-03-30,2022-11-30,,ICM Stellar Sports,Edward Kizza,Uganda,23,New England Revolution II,attack - Centre-Forward,https://www.transfermarkt.us/edward-kizza/profil/spieler/857412
E. Terzaghi,CF,2022-11-30,Richmond Kickers,Richmond Kickers,32.0,Argentina,Argentina,right,214000.0,7.16,7.096893483387958,-0.06310651661204236,220000,,385000,,2020-01-24,2022-11-30,2020-12-01,CMWSportsMngt,Emiliano Terzaghi,Argentina,28 (29),Richmond Kickers,attack - Centre-Forward,https://www.transfermarkt.us/emiliano-terzaghi/profil/spieler/193779
E. Terzaghi,CF,2022-11-30,Richmond Kickers,Richmond Kickers,32.0,Argentina,Argentina,right,214000.0,7.16,7.096893483387958,-0.06310651661204236,220000,,385000,,2020-01-24,2022-11-30,2020-12-01,CMWSportsMngt,Emiliano Terzaghi,Argentina,29,Richmond Kickers,attack - Centre-Forward,https://www.transfermarkt.us/emiliano-terzaghi/profil/spieler/193779
E. Terzaghi,CF,2022-11-30,Richmond Kickers,Richmond Kickers,32.0,Argentina,Argentina,right,214000.0,7.16,7.096893483387958,-0.06310651661204236,220000,,385000,,2020-01-24,2022-11-30,2020-12-01,CMWSportsMngt,Emiliano Terzaghi,Argentina,29,Richmond Kickers,attack - Centre-Forward,https://www.transfermarkt.us/emiliano-terzaghi/profil/spieler/193779
E. Terzaghi,CF,2022-11-30,Richmond Kickers,Richmond Kickers,32.0,Argentina,Argentina,right,214000.0,7.16,7.096893483387958,-0.06310651661204236,220000,,385000,,2020-01-24,2022-11-30,2020-12-01,CMWSportsMngt,Emiliano Terzaghi,Argentina,29,Richmond Kickers,attack - Centre-Forward,https://www.transfermarkt.us/emiliano-terzaghi/profil/spieler/193779
J. Rennicks,"W,CF",2021-11-30,New England II,New England II,22.0,United States,United States,right,187250.0,6.8,6.885569234544898,0.08556923454489862,193000,,193000,,2019-01-18,2022-12-31,2021-12-03,Wasserman,Justin Rennicks,United States,22 (23),New England Revolution II,attack - Centre-Forward,https://www.transfermarkt.us/justin-rennicks/profil/spieler/368907
M. Lomis,CF,,Greenville Triumph,Greenville Triumph,26.0,Netherlands,Netherlands,right,187250.0,7.1,6.908735397743377,-0.19126460225662267,220000,,275000,,2022-01-25,2022-06-30,,Topnotch Management,Marios Lomis,Netherlands-Greece,26 (27),Greenville Triumph SC,attack - Centre-Forward,https://www.transfermarkt.us/marios-lomis/profil/spieler/323917
M. Lomis,CF,,Greenville Triumph,Greenville Triumph,26.0,Netherlands,Netherlands,right,187250.0,7.1,6.908735397743377,-0.19126460225662267,220000,,275000,,2022-01-25,2022-06-30,,Topnotch Management,Marios Lomis,Netherlands,27,Greenville Triumph SC,attack - Centre-Forward,https://www.transfermarkt.us/marios-lomis/profil/spieler/323917
M. Lomis,CF,,Greenville Triumph,Greenville Triumph,26.0,Netherlands,Netherlands,right,187250.0,7.1,6.908735397743377,-0.19126460225662267,220000,,275000,,2022-01-25,2022-06-30,,Topnotch Management,Marios Lomis,Netherlands,27,Greenville Triumph SC,attack - Centre-Forward,https://www.transfermarkt.us/marios-lomis/profil/spieler/323917
M. Lomis,CF,,Greenville Triumph,Greenville Triumph,26.0,Netherlands,Netherlands,right,187250.0,7.1,6.908735397743377,-0.19126460225662267,220000,,275000,,2022-01-25,2022-06-30,,Topnotch Management,Marios Lomis,Netherlands,27,Greenville Triumph SC,attack - Centre-Forward,https://www.transfermarkt.us/marios-lomis/profil/spieler/323917
S. Hundal,CF,,Fort Lauderdale,Fort Lauderdale,22.0,Canada,"Canada, India",right,187250.0,6.92,6.904499059228953,-0.015500940771047134,193000,,193000,,2021-04-09,2022-11-30,2022-02-24,"Jordie Isen, Football Agent",Shaan Hundal,Canada-India,22,Fort Lauderdale CF,attack - Centre-Forward,https://www.transfermarkt.us/shaan-hundal/profil/spieler/436294
A. Liadi,"W,CF",,Tormenta,Tormenta,23.0,United States,United States,,187250.0,6.98,6.964743667806649,-0.015256332193350985,193000,,193000,,2022-01-28,2022-11-30,,ICM Stellar Sports,Azaad Liadi,United States,23,South Georgia Tormenta FC,attack - Left Winger,https://www.transfermarkt.us/azaad-liadi/profil/spieler/744402
J. Keegan,CF,,Greenville Triumph,Forward Madison,30.0,United States,United States,right,187250.0,6.94,6.971868958985405,0.031868958985404205,193000,,193000,,2021-12-21,2022-11-30,,no agent,Jake Keegan,United States,30 (31),Forward Madison FC,attack - Centre-Forward,https://www.transfermarkt.us/jake-keegan/profil/spieler/310391
R. Sierakowski,CF,2021-11-30,Forward Madison,Forward Madison,24.0,United States,United States,right,160500.0,6.77,6.914391132304001,0.14439113230400125,165000,,193000,,2021-12-01,,,Nordic Sky,Ryan Sierakowski,United States-Poland,24,for 2 clubs,attack - Right Winger,https://www.transfermarkt.us/ryan-sierakowski/profil/spieler/509907
R. Ruiz,"AM,W,CF",,Chattanooga Red Wolves,Chattanooga Red Wolves,25.0,United States,United States,,160500.0,7.25,7.107294795983373,-0.142705204016627,165000,,165000,,2022-02-23,2022-11-30,,FSG USA,Ricky Ruiz,United States,24 (25),Chattanooga Red Wolves SC,midfield - Right Midfield,https://www.transfermarkt.us/ricky-ruiz/profil/spieler/758827
J. Galindrez,CF,,Chattanooga Red Wolves,Chattanooga Red Wolves,27.0,Colombia,Colombia,,160500.0,6.82,6.806675936787667,-0.013324063212333037,165000,,165000,,2021-02-23,2022-11-30,2021-12-10,,Juan Galindrez,Colombia,27,Chattanooga Red Wolves SC,attack - Centre-Forward,https://www.transfermarkt.us/juan-galindrez/profil/spieler/600903
J. Galindrez,CF,,Chattanooga Red Wolves,Chattanooga Red Wolves,27.0,Colombia,Colombia,,160500.0,6.82,6.806675936787667,-0.013324063212333037,165000,,165000,,2021-02-23,2022-11-30,2021-12-10,,Juan Galindrez,Colombia,27,Chattanooga Red Wolves SC,attack - Centre-Forward,https://www.transfermarkt.us/juan-galindrez/profil/spieler/600903
J. Galindrez,CF,,Chattanooga Red Wolves,Chattanooga Red Wolves,27.0,Colombia,Colombia,,160500.0,6.82,6.806675936787667,-0.013324063212333037,165000,,165000,,2021-02-23,2022-11-30,2021-12-10,,Juan Galindrez,Colombia,27,Chattanooga Red Wolves SC,attack - Centre-Forward,https://www.transfermarkt.us/juan-galindrez/profil/spieler/600903
J. Galindrez,CF,,Chattanooga Red Wolves,Chattanooga Red Wolves,27.0,Colombia,Colombia,,160500.0,6.82,6.806675936787667,-0.013324063212333037,165000,,165000,,2021-02-23,2022-11-30,2021-12-10,,Juan Galindrez,Colombia,27,Chattanooga Red Wolves SC,attack - Centre-Forward,https://www.transfermarkt.us/juan-galindrez/profil/spieler/600903
J. Bolanos,"W,CF",,Richmond Kickers,Richmond Kickers,23.0,United States,United States,,160500.0,6.74,7.0663382766921226,0.32633827669212234,165000,,165000,,2020-01-27,2022-11-30,2022-02-02,Ascension Athletes,Jonathan Bolanos,United States,23,Richmond Kickers,midfield - Attacking Midfield,https://www.transfermarkt.us/jonathan-bolanos/profil/spieler/637080
L. McLean,"AM,CF",,Greenville Triumph,Greenville Triumph,25.0,Australia,Australia,,160500.0,6.91,6.857884299934873,-0.052115700065127335,165000,,165000,,2021-12-17,2022-11-30,,First Team,Lachlan McLean,Australia,25 (26),Greenville Triumph SC,attack - Centre-Forward,https://www.transfermarkt.us/lachlan-mclean/profil/spieler/751149
B. Kamungo,"AM,W,CF",2022-11-30,North Texas,North Texas,19.0,Tanzania,Tanzania,unknown,160500.0,6.82,7.139344930917037,0.31934493091703686,165000,,165000,,2021-03-25,2022-11-30,,D2PSports,Bernard Kamungo,Tanzania,19 (20),North Texas SC,attack - Right Winger,https://www.transfermarkt.us/bernard-kamungo/profil/spieler/876809
B. Kamungo,"AM,W,CF",2022-11-30,North Texas,North Texas,19.0,Tanzania,Tanzania,unknown,160500.0,6.82,7.139344930917037,0.31934493091703686,165000,,165000,,2021-03-25,2022-11-30,,D2PSports,Bernard Kamungo,Tanzania,20,North Texas SC,attack - Right Winger,https://www.transfermarkt.us/bernard-kamungo/profil/spieler/876809
B. Kamungo,"AM,W,CF",2022-11-30,North Texas,North Texas,19.0,Tanzania,Tanzania,unknown,160500.0,6.82,7.139344930917037,0.31934493091703686,165000,,165000,,2021-03-25,2022-11-30,,D2PSports,Bernard Kamungo,Tanzania,20,North Texas SC,attack - Right Winger,https://www.transfermarkt.us/bernard-kamungo/profil/spieler/876809
B. Kamungo,"AM,W,CF",2022-11-30,North Texas,North Texas,19.0,Tanzania,Tanzania,unknown,160500.0,6.82,7.139344930917037,0.31934493091703686,165000,,165000,,2021-03-25,2022-11-30,,D2PSports,Bernard Kamungo,Tanzania,20,North Texas SC,attack - Right Winger,https://www.transfermarkt.us/bernard-kamungo/profil/spieler/876809
G. Calixtro,CF,,Tucson,Tucson,21.0,United States,United States,right,160500.0,6.75,6.896168870226552,0.14616887022655156,165000,,165000,,2021-03-10,2022-11-30,2021-12-02,,Giovanni Calixtro,United States,21,FC Tucson,attack - Centre-Forward,https://www.transfermarkt.us/giovanni-calixtro/profil/spieler/513282
M. Curry,"W,CF",,Hartford Athletic,Fort Lauderdale,22.0,England,England,,160500.0,6.91,6.9755662485089704,0.0655662485089703,165000,,165000,,2022-01-27,2022-11-30,,Refuel Performance Management,Mitchell Curry,England,22,Fort Lauderdale CF,attack - Centre-Forward,https://www.transfermarkt.us/mitchell-curry/profil/spieler/399451
R. Kristo,CF,2021-11-30,North Carolina FC,North Carolina FC,28.0,Croatia,"Croatia, United States",right,133750.0,6.91,6.773703422495751,-0.1362965775042495,138000,,138000,,2021-10-31,2024-06-30,,PROSPORT Management,Robert Kristo,United States-Croatia,28,North Carolina FC,attack - Centre-Forward,https://www.transfermarkt.us/robert-kristo/profil/spieler/354895
G. McLaughlin,CF,,Toronto II,Toronto II,24.0,United States,United States,,133750.0,6.86,6.885350520801641,0.025350520801640464,138000,,138000,,2022-02-11,2022-11-30,,PRO FC,Garrett McLaughlin,United States,23 (24),Toronto FC II,attack - Centre-Forward,https://www.transfermarkt.us/garrett-mclaughlin/profil/spieler/636464
K. Thompson,"W,CF",,Toronto II,Toronto II,18.0,Canada,Canada,,133750.0,6.67,6.846303704253694,0.17630370425369435,138000,,138000,,2022-02-25,2024-12-31,,,Kosi Thompson,Canada,18 (19),Toronto FC II,midfield - Right Midfield,https://www.transfermarkt.us/kosi-thompson/profil/spieler/893148
J. Donnelly,"AM,W,CF",,Greenville Triumph,Greenville Triumph,24.0,England,England,,133750.0,6.75,6.735458903145991,-0.014541096854008728,138000,,138000,,2021-12-01,,,HNG Talent ltd,Joshua Donnelly,England,24 (25),Greenville Triumph SC,attack - Centre-Forward,https://www.transfermarkt.us/joshua-donnelly/profil/spieler/635967
J. Phelps,"CB,CF",,Tormenta,Tormenta,28.0,Australia,Australia,,133750.0,6.84,6.7269782919134,-0.11302170808659984,138000,,193000,,2018-09-11,2023-11-30,2021-12-08,,Joshua Phelps,Australia,28 (29),South Georgia Tormenta FC,Defender - Centre-Back,https://www.transfermarkt.us/joshua-phelps/profil/spieler/585726
J. Phelps,"CB,CF",,Tormenta,Tormenta,28.0,Australia,Australia,,133750.0,6.84,6.7269782919134,-0.11302170808659984,138000,,193000,,2018-09-11,2023-11-30,2021-12-08,,Joshua Phelps,Australia,29,South Georgia Tormenta FC,Defender - Centre-Back,https://www.transfermarkt.us/joshua-phelps/profil/spieler/585726
J. Phelps,"CB,CF",,Tormenta,Tormenta,28.0,Australia,Australia,,133750.0,6.84,6.7269782919134,-0.11302170808659984,138000,,193000,,2018-09-11,2023-11-30,2021-12-08,,Joshua Phelps,Australia,29,South Georgia Tormenta FC,Defender - Centre-Back,https://www.transfermarkt.us/joshua-phelps/profil/spieler/585726
J. Phelps,"CB,CF",,Tormenta,Tormenta,28.0,Australia,Australia,,133750.0,6.84,6.7269782919134,-0.11302170808659984,138000,,193000,,2018-09-11,2023-11-30,2021-12-08,,Joshua Phelps,Australia,29,South Georgia Tormenta FC,Defender - Centre-Back,https://www.transfermarkt.us/joshua-phelps/profil/spieler/585726
O. Anderson,"W,CF",,Richmond Kickers,Richmond Kickers,26.0,St. Vincent and the Grenadines,St. Vincent and the Grenadines,right,133750.0,6.69,6.922397660405038,0.23239766040503795,138000,,193000,,2022-01-18,2022-11-30,,"Jordie Isen, Football Agent",Oalex Anderson,St. Vincent & Grenadinen,25 (26),Richmond Kickers,attack - Centre-Forward,https://www.transfermarkt.us/oalex-anderson/profil/spieler/313448
O. Anderson,"W,CF",,Richmond Kickers,Richmond Kickers,26.0,St. Vincent and the Grenadines,St. Vincent and the Grenadines,right,133750.0,6.69,6.922397660405038,0.23239766040503795,138000,,193000,,2022-01-18,2022-11-30,,"Jordie Isen, Football Agent",Oalex Anderson,St. Vincent & Grenadinen,26,Richmond Kickers,attack - Centre-Forward,https://www.transfermarkt.us/oalex-anderson/profil/spieler/313448
O. Anderson,"W,CF",,Richmond Kickers,Richmond Kickers,26.0,St. Vincent and the Grenadines,St. Vincent and the Grenadines,right,133750.0,6.69,6.922397660405038,0.23239766040503795,138000,,193000,,2022-01-18,2022-11-30,,"Jordie Isen, Football Agent",Oalex Anderson,St. Vincent & Grenadinen,26,Richmond Kickers,attack - Centre-Forward,https://www.transfermarkt.us/oalex-anderson/profil/spieler/313448
O. Anderson,"W,CF",,Richmond Kickers,Richmond Kickers,26.0,St. Vincent and the Grenadines,St. Vincent and the Grenadines,right,133750.0,6.69,6.922397660405038,0.23239766040503795,138000,,193000,,2022-01-18,2022-11-30,,"Jordie Isen, Football Agent",Oalex Anderson,St. Vincent & Grenadinen,26,Richmond Kickers,attack - Centre-Forward,https://www.transfermarkt.us/oalex-anderson/profil/spieler/313448
A. Carlini,"W,CF",2022-11-30,Toronto II,Toronto II,21.0,Canada,Canada,,133750.0,6.79,6.97175931624897,0.18175931624896968,138000,,138000,,2020-07-02,2022-11-30,2022-03-18,NOVERA Sports,Antonio Carlini,Canada-Italy,20 (21),Toronto FC II,midfield - Central Midfield,https://www.transfermarkt.us/antonio-carlini/profil/spieler/694523
J. Trimmingham,CF,,Forward Madison,Forward Madison,25.0,Trinidad and Tobago,Trinidad and Tobago,,133750.0,6.91,6.827521070274526,-0.08247892972547444,138000,,138000,,2022-01-01,,,Futbol Marketing Group,Josiah Trimmingham,Trinidad and Tobago,24 (25),Forward Madison FC,Defender - Centre-Back,https://www.transfermarkt.us/josiah-trimmingham/profil/spieler/482812
J. Trimmingham,CF,,Forward Madison,Forward Madison,25.0,Trinidad and Tobago,Trinidad and Tobago,,133750.0,6.91,6.827521070274526,-0.08247892972547444,138000,,138000,,2022-01-01,,,Futbol Marketing Group,Josiah Trimmingham,Trinidad and Tobago,25,Forward Madison FC,Defender - Centre-Back,https://www.transfermarkt.us/josiah-trimmingham/profil/spieler/482812
J. Trimmingham,CF,,Forward Madison,Forward Madison,25.0,Trinidad and Tobago,Trinidad and Tobago,,133750.0,6.91,6.827521070274526,-0.08247892972547444,138000,,138000,,2022-01-01,,,Futbol Marketing Group,Josiah Trimmingham,Trinidad and Tobago,25,Forward Madison FC,Defender - Centre-Back,https://www.transfermarkt.us/josiah-trimmingham/profil/spieler/482812
J. Trimmingham,CF,,Forward Madison,Forward Madison,25.0,Trinidad and Tobago,Trinidad and Tobago,,133750.0,6.91,6.827521070274526,-0.08247892972547444,138000,,138000,,2022-01-01,,,Futbol Marketing Group,Josiah Trimmingham,Trinidad and Tobago,25,Forward Madison FC,Defender - Centre-Back,https://www.transfermarkt.us/josiah-trimmingham/profil/spieler/482812
M. Vang,"CM,AM,CF",,Columbus Crew II,Forward Madison,21.0,United States,United States,right,133750.0,6.62,6.7899347359191715,0.1699347359191714,,,,,,,,,,,,,,
D. Texeira,"AM,CF",,Chattanooga Red Wolves,Chattanooga Red Wolves,30.0,Uruguay,Uruguay,right,107000.0,6.5,6.570153946430879,0.07015394643087891,110000,,3.30m,,2021-09-24,2022-11-30,2022-02-23,Fetama Sports Management,David Texeira,Uruguay,31,Chattanooga Red Wolves SC,attack - Centre-Forward,https://www.transfermarkt.us/david-texeira/profil/spieler/143182
D. Texeira,"AM,CF",,Chattanooga Red Wolves,Chattanooga Red Wolves,30.0,Uruguay,Uruguay,right,107000.0,6.5,6.570153946430879,0.07015394643087891,110000,,3.30m,,2021-09-24,2022-11-30,2022-02-23,Fetama Sports Management,David Texeira,Uruguay,31,Chattanooga Red Wolves SC,attack - Centre-Forward,https://www.transfermarkt.us/david-texeira/profil/spieler/143182
D. Texeira,"AM,CF",,Chattanooga Red Wolves,Chattanooga Red Wolves,30.0,Uruguay,Uruguay,right,107000.0,6.5,6.570153946430879,0.07015394643087891,110000,,3.30m,,2021-09-24,2022-11-30,2022-02-23,Fetama Sports Management,David Texeira,Uruguay,31,Chattanooga Red Wolves SC,attack - Centre-Forward,https://www.transfermarkt.us/david-texeira/profil/spieler/143182
T. Uzo,CF,2021-11-30,Tucson,Tucson,27.0,Nigeria,"Nigeria, United States",right,107000.0,6.98,6.783009189353162,-0.1969908106468381,110000,,110000,,2021-12-01,,,,Tobenna Uzo,United States-Nigeria,26 (27),FC Tucson,attack - Centre-Forward,https://www.transfermarkt.us/tobenna-uzo/profil/spieler/533814
B. Redzic,"AM,CF",2022-12-31,Dallas,North Texas,18.0,United States,United States,right,107000.0,7.15,6.827760287400942,-0.3222397125990586,110000,,110000,,2021-04-09,2022-12-31,,ICM Stellar Sports,Beni Redzic,Bosnia-Herzegovina,19,North Texas SC,attack - Left Winger,https://www.transfermarkt.us/beni-redzic/profil/spieler/674610
B. Redzic,"AM,CF",2022-12-31,Dallas,North Texas,18.0,United States,United States,right,107000.0,7.15,6.827760287400942,-0.3222397125990586,110000,,110000,,2021-04-09,2022-12-31,,ICM Stellar Sports,Beni Redzic,Bosnia-Herzegovina,19,North Texas SC,attack - Left Winger,https://www.transfermarkt.us/beni-redzic/profil/spieler/674610
B. Redzic,"AM,CF",2022-12-31,Dallas,North Texas,18.0,United States,United States,right,107000.0,7.15,6.827760287400942,-0.3222397125990586,110000,,110000,,2021-04-09,2022-12-31,,ICM Stellar Sports,Beni Redzic,Bosnia-Herzegovina,19,North Texas SC,attack - Left Winger,https://www.transfermarkt.us/beni-redzic/profil/spieler/674610
P. Rothrock,"AM,W,CF",,Toronto II,Toronto II,22.0,United States,United States,,107000.0,6.86,6.887078613228219,0.027078613228218806,110000,,110000,,2021-05-18,2022-11-30,,,Paul Rothrock,United States,22 (23),Toronto FC II,attack - Centre-Forward,https://www.transfermarkt.us/paul-rothrock/profil/spieler/503092
S. Yeates,"CM,CF",,Toronto II,Toronto II,21.0,Canada,Canada,right,107000.0,6.72,6.822969002396814,0.10296900239681417,,,,,,,,,,,,,,
D. Smart,"W,CF",,Greenville Triumph,Greenville Triumph,34.0,Jamaica,Jamaica,,107000.0,6.86,6.813959928765969,-0.04604007123403164,110000,,220000,,2020-12-14,2022-11-30,2021-12-15,ProConnect Soccer,Don Smart,Jamaica,33 (34),Greenville Triumph SC,midfield - Right Midfield,https://www.transfermarkt.us/don-smart/profil/spieler/190919
N. Jackson,CF,,San Diego Loyal,Tormenta,26.0,United States,United States,right,107000.0,6.41,6.5389826588444215,0.1289826588444214,,,,,,,,,,,,,,
J. Villalobos,"CM,CF",,Chattanooga Red Wolves,Chattanooga Red Wolves,26.0,United States,"United States, Mexico",,107000.0,6.84,6.8433148776401955,0.003314877640195668,110000,,110000,,2020-12-04,2022-11-30,2021-12-22,,Jimmie Villalobos,United States-Mexico,26,Chattanooga Red Wolves SC,midfield - Right Midfield,https://www.transfermarkt.us/jimmie-villalobos/profil/spieler/836268
L. Pavone,"FB,AM,CF",,Richmond Kickers,Richmond Kickers,26.0,United States,United States,,107000.0,6.56,6.70712717548253,0.14712717548253007,,,,,,,,,,,,,,
D. Corfe,"AM,W,CF",,Tucson,Tucson,23.0,England,England,right,107000.0,7.04,7.131316557901163,0.09131655790116255,110000,,110000,,2021-04-13,2022-11-30,2021-12-02,,Deri Corfe,England,23 (24),FC Tucson,midfield - Left Midfield,https://www.transfermarkt.us/deri-corfe/profil/spieler/735814
D. Corfe,"AM,W,CF",,Tucson,Tucson,23.0,England,England,right,107000.0,7.04,7.131316557901163,0.09131655790116255,110000,,110000,,2021-04-13,2022-11-30,2021-12-02,,Deri Corfe,England,24,FC Tucson,midfield - Left Midfield,https://www.transfermarkt.us/deri-corfe/profil/spieler/735814
D. Corfe,"AM,W,CF",,Tucson,Tucson,23.0,England,England,right,107000.0,7.04,7.131316557901163,0.09131655790116255,110000,,110000,,2021-04-13,2022-11-30,2021-12-02,,Deri Corfe,England,24,FC Tucson,midfield - Left Midfield,https://www.transfermarkt.us/deri-corfe/profil/spieler/735814
D. Corfe,"AM,W,CF",,Tucson,Tucson,23.0,England,England,right,107000.0,7.04,7.131316557901163,0.09131655790116255,110000,,110000,,2021-04-13,2022-11-30,2021-12-02,,Deri Corfe,England,24,FC Tucson,midfield - Left Midfield,https://www.transfermarkt.us/deri-corfe/profil/spieler/735814
J. Altobelli,"CM,CF",,Toronto II,Toronto II,19.0,Canada,Canada,right,107000.0,6.76,6.831990073269729,0.0719900732697294,110000,,110000,,2020-12-16,2022-11-30,,Felkrem,Julian Altobelli,Canada-Italy,18 (19),Toronto FC II,attack - Centre-Forward,https://www.transfermarkt.us/julian-altobelli/profil/spieler/718101
J. Sukow,"CM,CF",,Forward Madison,Forward Madison,23.0,United States,United States,unknown,107000.0,6.8,6.860527969811183,0.06052796981118291,110000,,110000,,2021-04-22,2022-11-30,2021-12-16,Path2Pro,Justin Sukow,United States,23,Forward Madison FC,midfield - Central Midfield,https://www.transfermarkt.us/justin-sukow/profil/spieler/886631
E. Azcona,"AM,W,CF",,Inter Miami,Fort Lauderdale,18.0,Dominican Republic,"Dominican Republic, United States",,107000.0,6.81,6.977237299406388,0.16723729940638865,110000,,110000,,2021-01-26,2022-12-31,,,Edison Azcona,Dominican Republic-United States,17 (18),Fort Lauderdale CF,attack - Left Winger,https://www.transfermarkt.us/edison-azcona/profil/spieler/794699
E. Azcona,"AM,W,CF",,Inter Miami,Fort Lauderdale,18.0,Dominican Republic,"Dominican Republic, United States",,107000.0,6.81,6.977237299406388,0.16723729940638865,110000,,110000,,2021-01-26,2022-12-31,,,Edison Azcona,Dominican Republic,18,Inter Miami CF II,attack - Left Winger,https://www.transfermarkt.us/edison-azcona/profil/spieler/794699
