Player,Wy_Position,Wy_Contract expires,Wy_Team,Wy_Team within selected timeframe,Wy_Age,Wy_Birth country,Wy_Passport country,Wy_Foot,Wy_Market value,Wy_Market_value_predict,Wy_Market_value_diff,TM_Salary,TM_Salary Date,TM_Highest Market Value,TM_Date of Highest Value,TM_Joined Date,TM_Contract Until,TM_Date of Last Contract Extension,TM_Player Agent,TM_Player Name,TM_Nat.,TM_Age,TM_Club,TM_Position Detail,TM_player_href
O. Anderson,"W,CF",,Richmond Kickers,Richmond Kickers,26.0,St. Vincent and the Grenadines,St. Vincent and the Grenadines,right,133750.0,112531.95979040248,-21218.040209597515,138000,,193000,,2022-01-18,2022-11-30,,"Jordie Isen, Football Agent",Oalex Anderson,St. Vincent & Grenadinen,25 (26),Richmond Kickers,attack - Centre-Forward,https://www.transfermarkt.us/oalex-anderson/profil/spieler/313448
O. Anderson,"W,CF",,Richmond Kickers,Richmond Kickers,26.0,St. Vincent and the Grenadines,St. Vincent and the Grenadines,right,133750.0,112531.95979040248,-21218.040209597515,138000,,193000,,2022-01-18,2022-11-30,,"Jordie Isen, Football Agent",Oalex Anderson,St. Vincent & Grenadinen,26,Richmond Kickers,attack - Centre-Forward,https://www.transfermarkt.us/oalex-anderson/profil/spieler/313448
O. Anderson,"W,CF",,Richmond Kickers,Richmond Kickers,26.0,St. Vincent and the Grenadines,St. Vincent and the Grenadines,right,133750.0,112531.95979040248,-21218.040209597515,138000,,193000,,2022-01-18,2022-11-30,,"Jordie Isen, Football Agent",Oalex Anderson,St. Vincent & Grenadinen,26,Richmond Kickers,attack - Centre-Forward,https://www.transfermarkt.us/oalex-anderson/profil/spieler/313448
O. Anderson,"W,CF",,Richmond Kickers,Richmond Kickers,26.0,St. Vincent and the Grenadines,St. Vincent and the Grenadines,right,133750.0,112531.95979040248,-21218.040209597515,138000,,193000,,2022-01-18,2022-11-30,,"Jordie Isen, Football Agent",Oalex Anderson,St. Vincent & Grenadinen,26,Richmond Kickers,attack - Centre-Forward,https://www.transfermarkt.us/oalex-anderson/profil/spieler/313448
C. Smith,"FB,W",2023-12-31,North Texas,North Texas,17.0,United States,United States,,133750.0,99409.62295369363,-34340.37704630637,,,,,,,,,,,,,,
A. Carlini,"W,CF",2022-11-30,Toronto II,Toronto II,21.0,Canada,Canada,,133750.0,151096.70307497823,17346.703074978228,138000,,138000,,2020-07-02,2022-11-30,2022-03-18,NOVERA Sports,Antonio Carlini,Canada-Italy,20 (21),Toronto FC II,midfield - Central Midfield,https://www.transfermarkt.us/antonio-carlini/profil/spieler/694523
E. Alihodzic,"CM,W",,,Union Omaha,29.0,United States,"United States, Bosnia and Herzegovina",right,133750.0,127423.76237351706,-6326.237626482936,138000,,165000,,2021-04-22,2022-11-30,2022-04-05,ZUKA SOCCER,Emir Alihodzic,United States-Bosnia-Herzegovina,28 (29),Union Omaha,midfield - Central Midfield,https://www.transfermarkt.us/emir-alihodzic/profil/spieler/217448
D. Gebhard,"FB,W",,Forward Madison,Forward Madison,26.0,United States,United States,right,133750.0,144529.4805640948,10779.480564094789,138000,,165000,,2021-02-11,2022-11-30,2021-12-10,Topnotch Management,Derek Gebhard,United States,26,Forward Madison FC,attack - Centre-Forward,https://www.transfermarkt.us/derek-gebhard/profil/spieler/401304
R. Ortiz,"AM,W",2021-11-30,Chattanooga Red Wolves,Chattanooga Red Wolves,24.0,Mexico,"Mexico, United States",,107000.0,124561.23168587407,17561.231685874067,110000,,110000,,2021-06-03,2022-11-30,2021-12-15,YMU Group,Rey Ortiz,United States-Mexico,24 (25),Chattanooga Red Wolves SC,midfield - Attacking Midfield,https://www.transfermarkt.us/rey-ortiz/profil/spieler/404319
P. Rothrock,"AM,W,CF",,Toronto II,Toronto II,22.0,United States,United States,,107000.0,68061.48185106272,-38938.51814893728,110000,,110000,,2021-05-18,2022-11-30,,,Paul Rothrock,United States,22 (23),Toronto FC II,attack - Centre-Forward,https://www.transfermarkt.us/paul-rothrock/profil/spieler/503092
D. Smart,"W,CF",,Greenville Triumph,Greenville Triumph,34.0,Jamaica,Jamaica,,107000.0,139393.8406819562,32393.840681956208,110000,,220000,,2020-12-14,2022-11-30,2021-12-15,ProConnect Soccer,Don Smart,Jamaica,33 (34),Greenville Triumph SC,midfield - Right Midfield,https://www.transfermarkt.us/don-smart/profil/spieler/190919
M. Hamilton,"FB,W",,,North Carolina FC,22.0,Canada,"Canada, Jamaica",,107000.0,87433.92666445531,-19566.073335544686,,,,,,,,,,,,,,
A. Booth,"CM,AM,W",,Greenville Triumph,Greenville Triumph,24.0,United States,United States,,107000.0,132586.6845275216,25586.684527521604,110000,,110000,,2022-01-03,2022-11-30,,Remington Ellis Management,Andrew Booth,Jamaica-United States,24,Greenville Triumph SC,midfield - Right Midfield,https://www.transfermarkt.us/andrew-booth/profil/spieler/509539
A. Booth,"CM,AM,W",,Greenville Triumph,Greenville Triumph,24.0,United States,United States,,107000.0,132586.6845275216,25586.684527521604,110000,,110000,,2022-01-03,2022-11-30,,Remington Ellis Management,Andrew Booth,Jamaica,24,Greenville Triumph SC,midfield - Right Midfield,https://www.transfermarkt.us/andrew-booth/profil/spieler/509539
A. Booth,"CM,AM,W",,Greenville Triumph,Greenville Triumph,24.0,United States,United States,,107000.0,132586.6845275216,25586.684527521604,110000,,110000,,2022-01-03,2022-11-30,,Remington Ellis Management,Andrew Booth,Jamaica,24,Greenville Triumph SC,midfield - Right Midfield,https://www.transfermarkt.us/andrew-booth/profil/spieler/509539
A. Booth,"CM,AM,W",,Greenville Triumph,Greenville Triumph,24.0,United States,United States,,107000.0,132586.6845275216,25586.684527521604,110000,,110000,,2022-01-03,2022-11-30,,Remington Ellis Management,Andrew Booth,Jamaica,24,Greenville Triumph SC,midfield - Right Midfield,https://www.transfermarkt.us/andrew-booth/profil/spieler/509539
J. Penn,"AM,W",,Inter Miami,Fort Lauderdale,21.0,United States,United States,left,107000.0,106623.61983061909,-376.3801693809073,138000,,138000,,2022-03-08,2022-11-30,,,Josh Penn,United States,20 (21),Fort Lauderdale CF,attack - Left Winger,https://www.transfermarkt.us/josh-penn/profil/spieler/615158
A. Gavilanes,"AM,W",,Greenville Triumph,Greenville Triumph,22.0,United States,United States,,107000.0,127463.37518264785,20463.375182647855,110000,,110000,,2021-04-20,2022-11-30,2021-12-15,,Allen Gavilanes,United States,22,Greenville Triumph SC,midfield - Left Midfield,https://www.transfermarkt.us/allen-gavilanes/profil/spieler/886066
C. Frame,"AM,W",,North Carolina FC,North Carolina FC,19.0,United States,United States,unknown,107000.0,63950.21439100529,-43049.78560899471,110000,,110000,,2021-09-07,2022-11-30,,,Cole Frame,United States,19,North Carolina FC,attack - Right Winger,https://www.transfermarkt.us/cole-frame/profil/spieler/876377
R. Pineda,"FB,W",2021-11-30,Chattanooga Red Wolves,Chattanooga Red Wolves,25.0,United States,United States,,107000.0,104400.84631896019,-2599.15368103981,,,,,,,,,,,,,,
M. Hernández,"AM,W",2021-11-30,Chattanooga Red Wolves,Chattanooga Red Wolves,25.0,United States,United States,left,107000.0,155109.03836482222,48109.03836482222,,,,,,,,,,,,,,
D. Corfe,"AM,W,CF",,Tucson,Tucson,23.0,England,England,right,107000.0,144340.97042999792,37340.97042999792,110000,,110000,,2021-04-13,2022-11-30,2021-12-02,,Deri Corfe,England,23 (24),FC Tucson,midfield - Left Midfield,https://www.transfermarkt.us/deri-corfe/profil/spieler/735814
D. Corfe,"AM,W,CF",,Tucson,Tucson,23.0,England,England,right,107000.0,144340.97042999792,37340.97042999792,110000,,110000,,2021-04-13,2022-11-30,2021-12-02,,Deri Corfe,England,24,FC Tucson,midfield - Left Midfield,https://www.transfermarkt.us/deri-corfe/profil/spieler/735814
D. Corfe,"AM,W,CF",,Tucson,Tucson,23.0,England,England,right,107000.0,144340.97042999792,37340.97042999792,110000,,110000,,2021-04-13,2022-11-30,2021-12-02,,Deri Corfe,England,24,FC Tucson,midfield - Left Midfield,https://www.transfermarkt.us/deri-corfe/profil/spieler/735814
D. Corfe,"AM,W,CF",,Tucson,Tucson,23.0,England,England,right,107000.0,144340.97042999792,37340.97042999792,110000,,110000,,2021-04-13,2022-11-30,2021-12-02,,Deri Corfe,England,24,FC Tucson,midfield - Left Midfield,https://www.transfermarkt.us/deri-corfe/profil/spieler/735814
K. Rodríguez,"AM,W",,Tucson,Tucson,25.0,United States,United States,right,107000.0,118919.97360649839,11919.973606498388,110000,,110000,,2021-02-10,2022-11-30,2021-12-02,,Kevin Rodríguez,United States,25,FC Tucson,midfield - Right Midfield,https://www.transfermarkt.us/kevin-rodriguez/profil/spieler/657902
K. Perez,W,,Tormenta,Tormenta,24.0,United States,United States,,107000.0,132832.7148785512,25832.714878551196,,,,,,,,,,,,,,
R. Goulbourne,"FB,W",,Toronto II,Toronto II,19.0,Canada,Canada,left,107000.0,90732.04186273592,-16267.958137264082,,,,,,,,,,,,,,
E. Azcona,"AM,W,CF",,Inter Miami,Fort Lauderdale,18.0,Dominican Republic,"Dominican Republic, United States",,107000.0,132624.53642247507,25624.536422475067,110000,,110000,,2021-01-26,2022-12-31,,,Edison Azcona,Dominican Republic-United States,17 (18),Fort Lauderdale CF,attack - Left Winger,https://www.transfermarkt.us/edison-azcona/profil/spieler/794699
E. Azcona,"AM,W,CF",,Inter Miami,Fort Lauderdale,18.0,Dominican Republic,"Dominican Republic, United States",,107000.0,132624.53642247507,25624.536422475067,110000,,110000,,2021-01-26,2022-12-31,,,Edison Azcona,Dominican Republic,18,Inter Miami CF II,attack - Left Winger,https://www.transfermarkt.us/edison-azcona/profil/spieler/794699
E. Azcona,"AM,W,CF",,Inter Miami,Fort Lauderdale,18.0,Dominican Republic,"Dominican Republic, United States",,107000.0,132624.53642247507,25624.536422475067,110000,,110000,,2021-01-26,2022-12-31,,,Edison Azcona,Dominican Republic,18,Inter Miami CF II,attack - Left Winger,https://www.transfermarkt.us/edison-azcona/profil/spieler/794699
E. Azcona,"AM,W,CF",,Inter Miami,Fort Lauderdale,18.0,Dominican Republic,"Dominican Republic, United States",,107000.0,132624.53642247507,25624.536422475067,110000,,110000,,2021-01-26,2022-12-31,,,Edison Azcona,Dominican Republic,18,Inter Miami CF II,attack - Left Winger,https://www.transfermarkt.us/edison-azcona/profil/spieler/794699
T. Allen,"FB,W",,Tucson,Forward Madison,23.0,United States,United States,,107000.0,130833.93140259387,23833.931402593866,,,,,,,,,,,,,,
A. Monis,W,2023-12-31,Chicago Fire,Forward Madison,19.0,United States,United States,,107000.0,15103.614728755894,-91896.3852712441,,,,,,,,,,,,,,
D. Dubose,"FB,AM,W",,Richmond Kickers,Richmond Kickers,29.0,United States,United States,right,80250.0,17115.040367054382,-63134.95963294562,,,,,,,,,,,,,,
T. Antonoglou,W,,Toronto II,Toronto II,20.0,Canada,Canada,,80250.0,132770.84661055572,52520.846610555716,83000,,83000,,2020-07-02,2022-11-30,2022-03-18,OPSMPRO,Themi Antonoglou,Canada-Greece,20,Toronto FC II,midfield - Left Midfield,https://www.transfermarkt.us/themi-antonoglou/profil/spieler/680394
R. Michael,"W,CF",,Tormenta,Tormenta,22.0,Sierra Leone,Sierra Leone,unknown,80250.0,136387.25349967246,56137.25349967246,83000,,83000,,2022-03-22,2022-11-30,,,Rodney Michael,Sierra Leone,22,South Georgia Tormenta FC,attack - Right Winger,https://www.transfermarkt.us/rodney-michael/profil/spieler/866504
K. Strickler,"W,CF",,Tormenta,Tormenta,23.0,United States,United States,,80250.0,99851.79967234531,19601.79967234531,83000,,83000,,2021-12-01,,,Ascension Athletes,Kristo Strickler,Philippines,23,South Georgia Tormenta FC,midfield - Attacking Midfield,https://www.transfermarkt.us/kristo-strickler/profil/spieler/638677
K. Strickler,"W,CF",,Tormenta,Tormenta,23.0,United States,United States,,80250.0,99851.79967234531,19601.79967234531,83000,,83000,,2021-12-01,,,Ascension Athletes,Kristo Strickler,Philippines,23,South Georgia Tormenta FC,midfield - Attacking Midfield,https://www.transfermarkt.us/kristo-strickler/profil/spieler/638677
K. Strickler,"W,CF",,Tormenta,Tormenta,23.0,United States,United States,,80250.0,99851.79967234531,19601.79967234531,83000,,83000,,2021-12-01,,,Ascension Athletes,Kristo Strickler,Philippines,23,South Georgia Tormenta FC,midfield - Attacking Midfield,https://www.transfermarkt.us/kristo-strickler/profil/spieler/638677
A. Caputo,"CM,W",,Fort Lauderdale,Fort Lauderdale,21.0,Venezuela,"Venezuela, Italy",,80250.0,88967.13233433098,8717.132334330978,83000,,83000,,2021-04-09,2022-11-30,2022-02-24,RedWine Sports,Abel Caputo,Venezuela-Italy,20 (21),Fort Lauderdale CF,attack - Right Winger,https://www.transfermarkt.us/abel-caputo/profil/spieler/677694
A. Caputo,"CM,W",,Fort Lauderdale,Fort Lauderdale,21.0,Venezuela,"Venezuela, Italy",,80250.0,88967.13233433098,8717.132334330978,83000,,83000,,2021-04-09,2022-11-30,2022-02-24,RedWine Sports,Abel Caputo,Venezuela,21,Inter Miami CF II,attack - Right Winger,https://www.transfermarkt.us/abel-caputo/profil/spieler/677694
A. Caputo,"CM,W",,Fort Lauderdale,Fort Lauderdale,21.0,Venezuela,"Venezuela, Italy",,80250.0,88967.13233433098,8717.132334330978,83000,,83000,,2021-04-09,2022-11-30,2022-02-24,RedWine Sports,Abel Caputo,Venezuela,21,Inter Miami CF II,attack - Right Winger,https://www.transfermarkt.us/abel-caputo/profil/spieler/677694
A. Caputo,"CM,W",,Fort Lauderdale,Fort Lauderdale,21.0,Venezuela,"Venezuela, Italy",,80250.0,88967.13233433098,8717.132334330978,83000,,83000,,2021-04-09,2022-11-30,2022-02-24,RedWine Sports,Abel Caputo,Venezuela,21,Inter Miami CF II,attack - Right Winger,https://www.transfermarkt.us/abel-caputo/profil/spieler/677694
T. Simpson,"W,CF",,Molynes United,North Carolina FC,22.0,Jamaica,Jamaica,both,80250.0,86553.82770294827,6303.827702948271,83000,,83000,,2022-01-01,,,ANTHONY FINNIGAN T/A PLAYERS,Thorn Simpson,Jamaica,23 (24),North Carolina FC,attack - Centre-Forward,https://www.transfermarkt.us/thorn-simpson/profil/spieler/880075
J. Ibarra,"W,CF",,Greenville Triumph,Greenville Triumph,24.0,United States,United States,right,80250.0,143550.44879380616,63300.448793806165,83000,,83000,,2021-04-20,2022-11-30,2022-01-19,,Jesus Ibarra,United States,23 (24),Greenville Triumph SC,attack - Left Winger,https://www.transfermarkt.us/jesus-ibarra/profil/spieler/650447
A. Diakhate,"W,CF",,Tucson,Tucson,27.0,Senegal,Senegal,right,80250.0,92408.12517582456,12158.125175824563,,,,,,,,,,,,,,
N. Fuson,"AM,W,CF",,Columbus Crew II,Forward Madison,22.0,United States,United States,,80250.0,123373.98987851272,43123.989878512715,83000,,83000,,2022-02-18,2022-11-30,,ICM Stellar Sports,Noah Fuson,United States,21 (22),Forward Madison FC,attack - Centre-Forward,https://www.transfermarkt.us/noah-fuson/profil/spieler/802208
C. Vickers,"CM,W",2021-11-30,Richmond Kickers,Richmond Kickers,32.0,United States,United States,,53500.0,32459.667036812254,-21040.332963187746,,,,,,,,,,,,,,
A. Billhardt,W,,Tormenta,Tormenta,24.0,Germany,Germany,,53500.0,91954.05518643204,38454.055186432044,,,,,,,,,,,,,,
