Player,Wy_Position,Wy_Contract expires,Wy_Team,Wy_Team within selected timeframe,Wy_Age,Wy_Birth country,Wy_Passport country,Wy_Foot,Wy_Market value,Wy_Market_value_predict,Wy_Market_value_diff,TM_Salary,TM_Salary Date,TM_Highest Market Value,TM_Date of Highest Value,TM_Joined Date,TM_Contract Until,TM_Date of Last Contract Extension,TM_Player Agent,TM_Player Name,TM_Nat.,TM_Age,TM_Club,TM_Position Detail,TM_player_href
E. Terzaghi,CF,2022-11-30,Richmond Kickers,Richmond Kickers,32.0,Argentina,Argentina,right,214000.0,123738.49283024095,-90261.50716975905,220000,,385000,,2020-01-24,2022-11-30,2020-12-01,CMWSportsMngt,Emiliano Terzaghi,Argentina,29,Richmond Kickers,attack - Centre-Forward,https://www.transfermarkt.us/emiliano-terzaghi/profil/spieler/193779
E. Terzaghi,CF,2022-11-30,Richmond Kickers,Richmond Kickers,32.0,Argentina,Argentina,right,214000.0,123738.49283024095,-90261.50716975905,220000,,385000,,2020-01-24,2022-11-30,2020-12-01,CMWSportsMngt,Emiliano Terzaghi,Argentina,29,Richmond Kickers,attack - Centre-Forward,https://www.transfermarkt.us/emiliano-terzaghi/profil/spieler/193779
E. Terzaghi,CF,2022-11-30,Richmond Kickers,Richmond Kickers,32.0,Argentina,Argentina,right,214000.0,123738.49283024095,-90261.50716975905,220000,,385000,,2020-01-24,2022-11-30,2020-12-01,CMWSportsMngt,Emiliano Terzaghi,Argentina,29,Richmond Kickers,attack - Centre-Forward,https://www.transfermarkt.us/emiliano-terzaghi/profil/spieler/193779
J. Rennicks,"W,CF",2021-11-30,New England II,New England II,22.0,United States,United States,right,187250.0,164957.8015736656,-22292.19842633439,193000,,193000,,2019-01-18,2022-12-31,2021-12-03,Wasserman,Justin Rennicks,United States,22 (23),New England Revolution II,attack - Centre-Forward,https://www.transfermarkt.us/justin-rennicks/profil/spieler/368907
M. Lomis,CF,,Greenville Triumph,Greenville Triumph,26.0,Netherlands,Netherlands,right,187250.0,137104.71399037627,-50145.28600962373,220000,,275000,,2022-01-25,2022-06-30,,Topnotch Management,Marios Lomis,Netherlands-Greece,26 (27),Greenville Triumph SC,attack - Centre-Forward,https://www.transfermarkt.us/marios-lomis/profil/spieler/323917
M. Lomis,CF,,Greenville Triumph,Greenville Triumph,26.0,Netherlands,Netherlands,right,187250.0,137104.71399037627,-50145.28600962373,220000,,275000,,2022-01-25,2022-06-30,,Topnotch Management,Marios Lomis,Netherlands,27,Greenville Triumph SC,attack - Centre-Forward,https://www.transfermarkt.us/marios-lomis/profil/spieler/323917
M. Lomis,CF,,Greenville Triumph,Greenville Triumph,26.0,Netherlands,Netherlands,right,187250.0,137104.71399037627,-50145.28600962373,220000,,275000,,2022-01-25,2022-06-30,,Topnotch Management,Marios Lomis,Netherlands,27,Greenville Triumph SC,attack - Centre-Forward,https://www.transfermarkt.us/marios-lomis/profil/spieler/323917
M. Lomis,CF,,Greenville Triumph,Greenville Triumph,26.0,Netherlands,Netherlands,right,187250.0,137104.71399037627,-50145.28600962373,220000,,275000,,2022-01-25,2022-06-30,,Topnotch Management,Marios Lomis,Netherlands,27,Greenville Triumph SC,attack - Centre-Forward,https://www.transfermarkt.us/marios-lomis/profil/spieler/323917
S. Hundal,CF,,Fort Lauderdale,Fort Lauderdale,22.0,Canada,"Canada, India",right,187250.0,161171.3712095216,-26078.628790478397,193000,,193000,,2021-04-09,2022-11-30,2022-02-24,"Jordie Isen, Football Agent",Shaan Hundal,Canada-India,22,Fort Lauderdale CF,attack - Centre-Forward,https://www.transfermarkt.us/shaan-hundal/profil/spieler/436294
A. Liadi,"W,CF",,Tormenta,Tormenta,23.0,United States,United States,,187250.0,185320.74306543954,-1929.256934560457,193000,,193000,,2022-01-28,2022-11-30,,ICM Stellar Sports,Azaad Liadi,United States,23,South Georgia Tormenta FC,attack - Left Winger,https://www.transfermarkt.us/azaad-liadi/profil/spieler/744402
J. Keegan,CF,,Greenville Triumph,Forward Madison,30.0,United States,United States,right,187250.0,183256.368279389,-3993.6317206110107,193000,,193000,,2021-12-21,2022-11-30,,no agent,Jake Keegan,United States,30 (31),Forward Madison FC,attack - Centre-Forward,https://www.transfermarkt.us/jake-keegan/profil/spieler/310391
R. Sierakowski,CF,2021-11-30,Forward Madison,Forward Madison,24.0,United States,United States,right,160500.0,133414.90035195832,-27085.09964804168,165000,,193000,,2021-12-01,,,Nordic Sky,Ryan Sierakowski,United States-Poland,24,for 2 clubs,attack - Right Winger,https://www.transfermarkt.us/ryan-sierakowski/profil/spieler/509907
R. Ruiz,"AM,W,CF",,Chattanooga Red Wolves,Chattanooga Red Wolves,25.0,United States,United States,,160500.0,172256.82216332777,11756.822163327772,165000,,165000,,2022-02-23,2022-11-30,,FSG USA,Ricky Ruiz,United States,24 (25),Chattanooga Red Wolves SC,midfield - Right Midfield,https://www.transfermarkt.us/ricky-ruiz/profil/spieler/758827
J. Galindrez,CF,,Chattanooga Red Wolves,Chattanooga Red Wolves,27.0,Colombia,Colombia,,160500.0,129029.5787092694,-31470.421290730606,165000,,165000,,2021-02-23,2022-11-30,2021-12-10,,Juan Galindrez,Colombia,27,Chattanooga Red Wolves SC,attack - Centre-Forward,https://www.transfermarkt.us/juan-galindrez/profil/spieler/600903
J. Galindrez,CF,,Chattanooga Red Wolves,Chattanooga Red Wolves,27.0,Colombia,Colombia,,160500.0,129029.5787092694,-31470.421290730606,165000,,165000,,2021-02-23,2022-11-30,2021-12-10,,Juan Galindrez,Colombia,27,Chattanooga Red Wolves SC,attack - Centre-Forward,https://www.transfermarkt.us/juan-galindrez/profil/spieler/600903
J. Galindrez,CF,,Chattanooga Red Wolves,Chattanooga Red Wolves,27.0,Colombia,Colombia,,160500.0,129029.5787092694,-31470.421290730606,165000,,165000,,2021-02-23,2022-11-30,2021-12-10,,Juan Galindrez,Colombia,27,Chattanooga Red Wolves SC,attack - Centre-Forward,https://www.transfermarkt.us/juan-galindrez/profil/spieler/600903
J. Galindrez,CF,,Chattanooga Red Wolves,Chattanooga Red Wolves,27.0,Colombia,Colombia,,160500.0,129029.5787092694,-31470.421290730606,165000,,165000,,2021-02-23,2022-11-30,2021-12-10,,Juan Galindrez,Colombia,27,Chattanooga Red Wolves SC,attack - Centre-Forward,https://www.transfermarkt.us/juan-galindrez/profil/spieler/600903
Rafael Mentzingen,"AM,W,CF",,Chattanooga Red Wolves,Chattanooga Red Wolves,25.0,Brazil,Brazil,,160500.0,132295.9588519148,-28204.041148085205,,,,,,,,,,,,,,
J. Bolanos,"W,CF",,Richmond Kickers,Richmond Kickers,23.0,United States,United States,,160500.0,141696.4818387033,-18803.5181612967,165000,,165000,,2020-01-27,2022-11-30,2022-02-02,Ascension Athletes,Jonathan Bolanos,United States,23,Richmond Kickers,midfield - Attacking Midfield,https://www.transfermarkt.us/jonathan-bolanos/profil/spieler/637080
L. McLean,"AM,CF",,Greenville Triumph,Greenville Triumph,25.0,Australia,Australia,,160500.0,115542.43617221779,-44957.563827782215,165000,,165000,,2021-12-17,2022-11-30,,First Team,Lachlan McLean,Australia,25 (26),Greenville Triumph SC,attack - Centre-Forward,https://www.transfermarkt.us/lachlan-mclean/profil/spieler/751149
B. Kamungo,"AM,W,CF",2022-11-30,North Texas,North Texas,19.0,Tanzania,Tanzania,unknown,160500.0,164048.61212292602,3548.612122926017,165000,,165000,,2021-03-25,2022-11-30,,D2PSports,Bernard Kamungo,Tanzania,19 (20),North Texas SC,attack - Right Winger,https://www.transfermarkt.us/bernard-kamungo/profil/spieler/876809
B. Kamungo,"AM,W,CF",2022-11-30,North Texas,North Texas,19.0,Tanzania,Tanzania,unknown,160500.0,164048.61212292602,3548.612122926017,165000,,165000,,2021-03-25,2022-11-30,,D2PSports,Bernard Kamungo,Tanzania,20,North Texas SC,attack - Right Winger,https://www.transfermarkt.us/bernard-kamungo/profil/spieler/876809
B. Kamungo,"AM,W,CF",2022-11-30,North Texas,North Texas,19.0,Tanzania,Tanzania,unknown,160500.0,164048.61212292602,3548.612122926017,165000,,165000,,2021-03-25,2022-11-30,,D2PSports,Bernard Kamungo,Tanzania,20,North Texas SC,attack - Right Winger,https://www.transfermarkt.us/bernard-kamungo/profil/spieler/876809
B. Kamungo,"AM,W,CF",2022-11-30,North Texas,North Texas,19.0,Tanzania,Tanzania,unknown,160500.0,164048.61212292602,3548.612122926017,165000,,165000,,2021-03-25,2022-11-30,,D2PSports,Bernard Kamungo,Tanzania,20,North Texas SC,attack - Right Winger,https://www.transfermarkt.us/bernard-kamungo/profil/spieler/876809
J. Kamara,"CM,AM,CF",,Louisville City,North Carolina FC,19.0,Denmark,Denmark,,160500.0,1092790.2788349057,932290.2788349057,,,,,,,,,,,,,,
G. Calixtro,CF,,Tucson,Tucson,21.0,United States,United States,right,160500.0,150248.8101009693,-10251.189899030695,165000,,165000,,2021-03-10,2022-11-30,2021-12-02,,Giovanni Calixtro,United States,21,FC Tucson,attack - Centre-Forward,https://www.transfermarkt.us/giovanni-calixtro/profil/spieler/513282
M. Curry,"W,CF",,Hartford Athletic,Fort Lauderdale,22.0,England,England,,160500.0,173726.25621494837,13226.256214948371,165000,,165000,,2022-01-27,2022-11-30,,Refuel Performance Management,Mitchell Curry,England,22,Fort Lauderdale CF,attack - Centre-Forward,https://www.transfermarkt.us/mitchell-curry/profil/spieler/399451
R. Kristo,CF,2021-11-30,North Carolina FC,North Carolina FC,28.0,Croatia,"Croatia, United States",right,133750.0,112113.75207000553,-21636.247929994468,138000,,138000,,2021-10-31,2024-06-30,,PROSPORT Management,Robert Kristo,United States-Croatia,28,North Carolina FC,attack - Centre-Forward,https://www.transfermarkt.us/robert-kristo/profil/spieler/354895
G. McLaughlin,CF,,Toronto II,Toronto II,24.0,United States,United States,,133750.0,128333.50754088654,-5416.492459113462,138000,,138000,,2022-02-11,2022-11-30,,PRO FC,Garrett McLaughlin,United States,23 (24),Toronto FC II,attack - Centre-Forward,https://www.transfermarkt.us/garrett-mclaughlin/profil/spieler/636464
K. Thompson,"W,CF",,Toronto II,Toronto II,18.0,Canada,Canada,,133750.0,127541.82828785706,-6208.171712142939,138000,,138000,,2022-02-25,2024-12-31,,,Kosi Thompson,Canada,18 (19),Toronto FC II,midfield - Right Midfield,https://www.transfermarkt.us/kosi-thompson/profil/spieler/893148
J. Donnelly,"AM,W,CF",,Greenville Triumph,Greenville Triumph,24.0,England,England,,133750.0,106009.58697969677,-27740.413020303225,138000,,138000,,2021-12-01,,,HNG Talent ltd,Joshua Donnelly,England,24 (25),Greenville Triumph SC,attack - Centre-Forward,https://www.transfermarkt.us/joshua-donnelly/profil/spieler/635967
J. Phelps,"CB,CF",,Tormenta,Tormenta,28.0,Australia,Australia,,133750.0,99753.79144218886,-33996.208557811144,138000,,193000,,2018-09-11,2023-11-30,2021-12-08,,Joshua Phelps,Australia,28 (29),South Georgia Tormenta FC,Defender - Centre-Back,https://www.transfermarkt.us/joshua-phelps/profil/spieler/585726
J. Phelps,"CB,CF",,Tormenta,Tormenta,28.0,Australia,Australia,,133750.0,99753.79144218886,-33996.208557811144,138000,,193000,,2018-09-11,2023-11-30,2021-12-08,,Joshua Phelps,Australia,29,South Georgia Tormenta FC,Defender - Centre-Back,https://www.transfermarkt.us/joshua-phelps/profil/spieler/585726
J. Phelps,"CB,CF",,Tormenta,Tormenta,28.0,Australia,Australia,,133750.0,99753.79144218886,-33996.208557811144,138000,,193000,,2018-09-11,2023-11-30,2021-12-08,,Joshua Phelps,Australia,29,South Georgia Tormenta FC,Defender - Centre-Back,https://www.transfermarkt.us/joshua-phelps/profil/spieler/585726
J. Phelps,"CB,CF",,Tormenta,Tormenta,28.0,Australia,Australia,,133750.0,99753.79144218886,-33996.208557811144,138000,,193000,,2018-09-11,2023-11-30,2021-12-08,,Joshua Phelps,Australia,29,South Georgia Tormenta FC,Defender - Centre-Back,https://www.transfermarkt.us/joshua-phelps/profil/spieler/585726
O. Anderson,"W,CF",,Richmond Kickers,Richmond Kickers,26.0,St. Vincent and the Grenadines,St. Vincent and the Grenadines,right,133750.0,147030.49099517422,13280.490995174216,138000,,193000,,2022-01-18,2022-11-30,,"Jordie Isen, Football Agent",Oalex Anderson,St. Vincent & Grenadinen,25 (26),Richmond Kickers,attack - Centre-Forward,https://www.transfermarkt.us/oalex-anderson/profil/spieler/313448
O. Anderson,"W,CF",,Richmond Kickers,Richmond Kickers,26.0,St. Vincent and the Grenadines,St. Vincent and the Grenadines,right,133750.0,147030.49099517422,13280.490995174216,138000,,193000,,2022-01-18,2022-11-30,,"Jordie Isen, Football Agent",Oalex Anderson,St. Vincent & Grenadinen,26,Richmond Kickers,attack - Centre-Forward,https://www.transfermarkt.us/oalex-anderson/profil/spieler/313448
O. Anderson,"W,CF",,Richmond Kickers,Richmond Kickers,26.0,St. Vincent and the Grenadines,St. Vincent and the Grenadines,right,133750.0,147030.49099517422,13280.490995174216,138000,,193000,,2022-01-18,2022-11-30,,"Jordie Isen, Football Agent",Oalex Anderson,St. Vincent & Grenadinen,26,Richmond Kickers,attack - Centre-Forward,https://www.transfermarkt.us/oalex-anderson/profil/spieler/313448
O. Anderson,"W,CF",,Richmond Kickers,Richmond Kickers,26.0,St. Vincent and the Grenadines,St. Vincent and the Grenadines,right,133750.0,147030.49099517422,13280.490995174216,138000,,193000,,2022-01-18,2022-11-30,,"Jordie Isen, Football Agent",Oalex Anderson,St. Vincent & Grenadinen,26,Richmond Kickers,attack - Centre-Forward,https://www.transfermarkt.us/oalex-anderson/profil/spieler/313448
A. Carlini,"W,CF",2022-11-30,Toronto II,Toronto II,21.0,Canada,Canada,,133750.0,131047.07961037436,-2702.9203896256367,138000,,138000,,2020-07-02,2022-11-30,2022-03-18,NOVERA Sports,Antonio Carlini,Canada-Italy,20 (21),Toronto FC II,midfield - Central Midfield,https://www.transfermarkt.us/antonio-carlini/profil/spieler/694523
J. Trimmingham,CF,,Forward Madison,Forward Madison,25.0,Trinidad and Tobago,Trinidad and Tobago,,133750.0,130996.94590291457,-2753.0540970854345,138000,,138000,,2022-01-01,,,Futbol Marketing Group,Josiah Trimmingham,Trinidad and Tobago,24 (25),Forward Madison FC,Defender - Centre-Back,https://www.transfermarkt.us/josiah-trimmingham/profil/spieler/482812
J. Trimmingham,CF,,Forward Madison,Forward Madison,25.0,Trinidad and Tobago,Trinidad and Tobago,,133750.0,130996.94590291457,-2753.0540970854345,138000,,138000,,2022-01-01,,,Futbol Marketing Group,Josiah Trimmingham,Trinidad and Tobago,25,Forward Madison FC,Defender - Centre-Back,https://www.transfermarkt.us/josiah-trimmingham/profil/spieler/482812
J. Trimmingham,CF,,Forward Madison,Forward Madison,25.0,Trinidad and Tobago,Trinidad and Tobago,,133750.0,130996.94590291457,-2753.0540970854345,138000,,138000,,2022-01-01,,,Futbol Marketing Group,Josiah Trimmingham,Trinidad and Tobago,25,Forward Madison FC,Defender - Centre-Back,https://www.transfermarkt.us/josiah-trimmingham/profil/spieler/482812
J. Trimmingham,CF,,Forward Madison,Forward Madison,25.0,Trinidad and Tobago,Trinidad and Tobago,,133750.0,130996.94590291457,-2753.0540970854345,138000,,138000,,2022-01-01,,,Futbol Marketing Group,Josiah Trimmingham,Trinidad and Tobago,25,Forward Madison FC,Defender - Centre-Back,https://www.transfermarkt.us/josiah-trimmingham/profil/spieler/482812
M. Vang,"CM,AM,CF",,Columbus Crew II,Forward Madison,21.0,United States,United States,right,133750.0,92603.40861810239,-41146.59138189761,,,,,,,,,,,,,,
D. Texeira,"AM,CF",,Chattanooga Red Wolves,Chattanooga Red Wolves,30.0,Uruguay,Uruguay,right,107000.0,85342.78947545776,-21657.210524542243,110000,,3.30m,,2021-09-24,2022-11-30,2022-02-23,Fetama Sports Management,David Texeira,Uruguay,31,Chattanooga Red Wolves SC,attack - Centre-Forward,https://www.transfermarkt.us/david-texeira/profil/spieler/143182
D. Texeira,"AM,CF",,Chattanooga Red Wolves,Chattanooga Red Wolves,30.0,Uruguay,Uruguay,right,107000.0,85342.78947545776,-21657.210524542243,110000,,3.30m,,2021-09-24,2022-11-30,2022-02-23,Fetama Sports Management,David Texeira,Uruguay,31,Chattanooga Red Wolves SC,attack - Centre-Forward,https://www.transfermarkt.us/david-texeira/profil/spieler/143182
D. Texeira,"AM,CF",,Chattanooga Red Wolves,Chattanooga Red Wolves,30.0,Uruguay,Uruguay,right,107000.0,85342.78947545776,-21657.210524542243,110000,,3.30m,,2021-09-24,2022-11-30,2022-02-23,Fetama Sports Management,David Texeira,Uruguay,31,Chattanooga Red Wolves SC,attack - Centre-Forward,https://www.transfermarkt.us/david-texeira/profil/spieler/143182
T. Uzo,CF,2021-11-30,Tucson,Tucson,27.0,Nigeria,"Nigeria, United States",right,107000.0,89253.53060385646,-17746.46939614354,110000,,110000,,2021-12-01,,,,Tobenna Uzo,United States-Nigeria,26 (27),FC Tucson,attack - Centre-Forward,https://www.transfermarkt.us/tobenna-uzo/profil/spieler/533814
B. Redzic,"AM,CF",2022-12-31,Dallas,North Texas,18.0,United States,United States,right,107000.0,419762.77621995914,312762.77621995914,110000,,110000,,2021-04-09,2022-12-31,,ICM Stellar Sports,Beni Redzic,Bosnia-Herzegovina,19,North Texas SC,attack - Left Winger,https://www.transfermarkt.us/beni-redzic/profil/spieler/674610
B. Redzic,"AM,CF",2022-12-31,Dallas,North Texas,18.0,United States,United States,right,107000.0,419762.77621995914,312762.77621995914,110000,,110000,,2021-04-09,2022-12-31,,ICM Stellar Sports,Beni Redzic,Bosnia-Herzegovina,19,North Texas SC,attack - Left Winger,https://www.transfermarkt.us/beni-redzic/profil/spieler/674610
B. Redzic,"AM,CF",2022-12-31,Dallas,North Texas,18.0,United States,United States,right,107000.0,419762.77621995914,312762.77621995914,110000,,110000,,2021-04-09,2022-12-31,,ICM Stellar Sports,Beni Redzic,Bosnia-Herzegovina,19,North Texas SC,attack - Left Winger,https://www.transfermarkt.us/beni-redzic/profil/spieler/674610
P. Rothrock,"AM,W,CF",,Toronto II,Toronto II,22.0,United States,United States,,107000.0,129674.76101550955,22674.761015509546,110000,,110000,,2021-05-18,2022-11-30,,,Paul Rothrock,United States,22 (23),Toronto FC II,attack - Centre-Forward,https://www.transfermarkt.us/paul-rothrock/profil/spieler/503092
S. Yeates,"CM,CF",,Toronto II,Toronto II,21.0,Canada,Canada,right,107000.0,101547.20470289992,-5452.795297100078,,,,,,,,,,,,,,
D. Smart,"W,CF",,Greenville Triumph,Greenville Triumph,34.0,Jamaica,Jamaica,,107000.0,1029087.6005130773,922087.6005130773,110000,,220000,,2020-12-14,2022-11-30,2021-12-15,ProConnect Soccer,Don Smart,Jamaica,33 (34),Greenville Triumph SC,midfield - Right Midfield,https://www.transfermarkt.us/don-smart/profil/spieler/190919
N. Jackson,CF,,San Diego Loyal,Tormenta,26.0,United States,United States,right,107000.0,70260.89497724228,-36739.10502275772,,,,,,,,,,,,,,
J. Villalobos,"CM,CF",,Chattanooga Red Wolves,Chattanooga Red Wolves,26.0,United States,"United States, Mexico",,107000.0,385424.0359843655,278424.0359843655,110000,,110000,,2020-12-04,2022-11-30,2021-12-22,,Jimmie Villalobos,United States-Mexico,26,Chattanooga Red Wolves SC,midfield - Right Midfield,https://www.transfermarkt.us/jimmie-villalobos/profil/spieler/836268
L. Pavone,"FB,AM,CF",,Richmond Kickers,Richmond Kickers,26.0,United States,United States,,107000.0,1028631.6999533746,921631.6999533746,,,,,,,,,,,,,,
D. Corfe,"AM,W,CF",,Tucson,Tucson,23.0,England,England,right,107000.0,156607.18550817439,49607.185508174385,110000,,110000,,2021-04-13,2022-11-30,2021-12-02,,Deri Corfe,England,23 (24),FC Tucson,midfield - Left Midfield,https://www.transfermarkt.us/deri-corfe/profil/spieler/735814
D. Corfe,"AM,W,CF",,Tucson,Tucson,23.0,England,England,right,107000.0,156607.18550817439,49607.185508174385,110000,,110000,,2021-04-13,2022-11-30,2021-12-02,,Deri Corfe,England,24,FC Tucson,midfield - Left Midfield,https://www.transfermarkt.us/deri-corfe/profil/spieler/735814
D. Corfe,"AM,W,CF",,Tucson,Tucson,23.0,England,England,right,107000.0,156607.18550817439,49607.185508174385,110000,,110000,,2021-04-13,2022-11-30,2021-12-02,,Deri Corfe,England,24,FC Tucson,midfield - Left Midfield,https://www.transfermarkt.us/deri-corfe/profil/spieler/735814
D. Corfe,"AM,W,CF",,Tucson,Tucson,23.0,England,England,right,107000.0,156607.18550817439,49607.185508174385,110000,,110000,,2021-04-13,2022-11-30,2021-12-02,,Deri Corfe,England,24,FC Tucson,midfield - Left Midfield,https://www.transfermarkt.us/deri-corfe/profil/spieler/735814
J. Altobelli,"CM,CF",,Toronto II,Toronto II,19.0,Canada,Canada,right,107000.0,137590.5345214669,30590.534521466907,110000,,110000,,2020-12-16,2022-11-30,,Felkrem,Julian Altobelli,Canada-Italy,18 (19),Toronto FC II,attack - Centre-Forward,https://www.transfermarkt.us/julian-altobelli/profil/spieler/718101
J. Sukow,"CM,CF",,Forward Madison,Forward Madison,23.0,United States,United States,unknown,107000.0,125927.4589406528,18927.458940652796,110000,,110000,,2021-04-22,2022-11-30,2021-12-16,Path2Pro,Justin Sukow,United States,23,Forward Madison FC,midfield - Central Midfield,https://www.transfermarkt.us/justin-sukow/profil/spieler/886631
E. Azcona,"AM,W,CF",,Inter Miami,Fort Lauderdale,18.0,Dominican Republic,"Dominican Republic, United States",,107000.0,432007.7995989222,325007.7995989222,110000,,110000,,2021-01-26,2022-12-31,,,Edison Azcona,Dominican Republic-United States,17 (18),Fort Lauderdale CF,attack - Left Winger,https://www.transfermarkt.us/edison-azcona/profil/spieler/794699
E. Azcona,"AM,W,CF",,Inter Miami,Fort Lauderdale,18.0,Dominican Republic,"Dominican Republic, United States",,107000.0,432007.7995989222,325007.7995989222,110000,,110000,,2021-01-26,2022-12-31,,,Edison Azcona,Dominican Republic,18,Inter Miami CF II,attack - Left Winger,https://www.transfermarkt.us/edison-azcona/profil/spieler/794699
E. Azcona,"AM,W,CF",,Inter Miami,Fort Lauderdale,18.0,Dominican Republic,"Dominican Republic, United States",,107000.0,432007.7995989222,325007.7995989222,110000,,110000,,2021-01-26,2022-12-31,,,Edison Azcona,Dominican Republic,18,Inter Miami CF II,attack - Left Winger,https://www.transfermarkt.us/edison-azcona/profil/spieler/794699
