Player,Wy_Position,Wy_Contract expires,Wy_Team,Wy_Team within selected timeframe,Wy_Age,Wy_Birth country,Wy_Passport country,Wy_Foot,Wy_Market value,Wy_Market_value_predict,Wy_Market_value_diff,TM_Salary,TM_Salary Date,TM_Highest Market Value,TM_Date of Highest Value,TM_Joined Date,TM_Contract Until,TM_Date of Last Contract Extension,TM_Player Agent,TM_Player Name,TM_Nat.,TM_Age,TM_Club,TM_Position Detail,TM_player_href
A. Walker,CM,2021-11-30,Greenville Triumph,Greenville Triumph,31.0,United States,United States,,187250.0,378414.38434225833,191164.38434225833,193000,,193000,,2019-02-05,2022-11-30,2022-01-11,,Aaron Walker,United States,31,Greenville Triumph SC,midfield - Central Midfield,https://www.transfermarkt.us/aaron-walker/profil/spieler/373782
C. Doyle,"CM,W",,Union Omaha,Union Omaha,30.0,United States,United States,right,187250.0,376770.3173887559,189520.3173887559,193000,,495000,,2021-01-22,2022-11-30,2021-12-21,,Conor Doyle,Ireland,30,Union Omaha,midfield - Central Midfield,https://www.transfermarkt.us/conor-doyle/profil/spieler/158233
C. Doyle,"CM,W",,Union Omaha,Union Omaha,30.0,United States,United States,right,187250.0,376770.3173887559,189520.3173887559,193000,,495000,,2021-01-22,2022-11-30,2021-12-21,,Conor Doyle,Ireland,30,Union Omaha,midfield - Central Midfield,https://www.transfermarkt.us/conor-doyle/profil/spieler/158233
C. Doyle,"CM,W",,Union Omaha,Union Omaha,30.0,United States,United States,right,187250.0,376770.3173887559,189520.3173887559,193000,,495000,,2021-01-22,2022-11-30,2021-12-21,,Conor Doyle,Ireland,30,Union Omaha,midfield - Central Midfield,https://www.transfermarkt.us/conor-doyle/profil/spieler/158233
D. Campbell,CM,2021-11-30,Toronto,Toronto II,22.0,Canada,"Canada, Jamaica",right,160500.0,91542.51712316241,-68957.48287683759,,,,,,,,,,,,,,
D. Waldeck,"FB,CM",2021-11-30,North Texas,North Texas,23.0,United States,United States,,160500.0,429899.88333414396,269399.88333414396,,,,,,,,,,,,,,
D. Morán,CM,,Richmond Kickers,Richmond Kickers,25.0,Argentina,Argentina,left,160500.0,378945.5868101349,218445.58681013488,,,,,,,,,,,,,,
L. Arriaga,"CM,AM",,North Carolina FC,North Carolina FC,20.0,United States,United States,right,160500.0,374648.1691830969,214148.1691830969,165000,,220000,,2021-03-11,2022-11-30,2021-12-01,,Luis Arriaga,United States,20 (21),North Carolina FC,midfield - Attacking Midfield,https://www.transfermarkt.us/luis-arriaga/profil/spieler/469856
J. Carrera,CM,,Chattanooga Red Wolves,Chattanooga Red Wolves,26.0,Mexico,"Mexico, United States",right,160500.0,388254.75195637904,227754.75195637904,165000,,165000,,2020-12-01,2022-11-30,2021-12-07,Path2Pro,José Carrera,Mexico-Mexico,26,Chattanooga Red Wolves SC,midfield - Central Midfield,https://www.transfermarkt.us/jose-carrera/profil/spieler/378483
J. Carrera,CM,,Chattanooga Red Wolves,Chattanooga Red Wolves,26.0,Mexico,"Mexico, United States",right,160500.0,388254.75195637904,227754.75195637904,165000,,165000,,2020-12-01,2022-11-30,2021-12-07,Path2Pro,José Carrera,Mexico,26,Chattanooga Red Wolves SC,midfield - Central Midfield,https://www.transfermarkt.us/jose-carrera/profil/spieler/378483
J. Carrera,CM,,Chattanooga Red Wolves,Chattanooga Red Wolves,26.0,Mexico,"Mexico, United States",right,160500.0,388254.75195637904,227754.75195637904,165000,,165000,,2020-12-01,2022-11-30,2021-12-07,Path2Pro,José Carrera,Mexico,26,Chattanooga Red Wolves SC,midfield - Central Midfield,https://www.transfermarkt.us/jose-carrera/profil/spieler/378483
J. Carrera,CM,,Chattanooga Red Wolves,Chattanooga Red Wolves,26.0,Mexico,"Mexico, United States",right,160500.0,388254.75195637904,227754.75195637904,165000,,165000,,2020-12-01,2022-11-30,2021-12-07,Path2Pro,José Carrera,Mexico,26,Chattanooga Red Wolves SC,midfield - Central Midfield,https://www.transfermarkt.us/jose-carrera/profil/spieler/378483
J. Kamara,"CM,AM,CF",,Louisville City,North Carolina FC,19.0,Denmark,Denmark,,160500.0,214805.07824677211,54305.078246772115,,,,,,,,,,,,,,
B. Ferri,CM,2021-11-30,North Texas,North Texas,21.0,United States,United States,left,160500.0,380873.628029127,220373.62802912702,,,,,,,,,,,,,,
Pecka,CM,,North Carolina FC,North Carolina FC,32.0,Brazil,Brazil,right,133750.0,88662.94569470247,-45087.054305297526,138000,,275000,,2019-12-24,2022-11-30,2021-12-06,,Pecka,Brazil,32 (33),North Carolina FC,midfield - Defensive Midfield,https://www.transfermarkt.us/pecka/profil/spieler/197498
M. Bolduc,"CM,AM,W",,Richmond Kickers,Richmond Kickers,27.0,United States,United States,right,133750.0,367948.6887158755,234198.6887158755,138000,,165000,,2017-05-17,2022-11-30,2021-12-07,,Matt Bolduc,United States,27,Richmond Kickers,midfield - Right Midfield,https://www.transfermarkt.us/matt-bolduc/profil/spieler/430348
C. Enriquez,CM,,Forward Madison,Forward Madison,23.0,United States,United States,right,133750.0,119180.28985530425,-14569.710144695753,138000,,138000,,2021-06-18,2022-11-30,2021-12-21,Schiano Soccer,Christian Enriquez,United States,23,Forward Madison FC,midfield - Central Midfield,https://www.transfermarkt.us/christian-enriquez/profil/spieler/570449
N. Pilato,"CM,AM",,Greenville Triumph,Greenville Triumph,25.0,United States,United States,right,133750.0,104869.1799144901,-28880.8200855099,,,,,,,,,,,,,,
Ualefi,CM,,Chattanooga Red Wolves,Chattanooga Red Wolves,27.0,Brazil,Brazil,right,133750.0,85989.96920842645,-47760.03079157355,,,,,,,,,,,,,,
V. Candela,CM,,Tormenta,Tormenta,27.0,Colombia,"Colombia, Italy",right,133750.0,197097.84161855775,63347.84161855775,,,,,,,,,,,,,,
J. Scearce,CM,,Union Omaha,Union Omaha,23.0,United States,United States,,133750.0,377740.0295803536,243990.02958035358,138000,,138000,,2020-02-17,2022-11-30,2021-12-21,,John Scearce,United States,23 (24),Union Omaha,midfield - Central Midfield,https://www.transfermarkt.us/john-scearce/profil/spieler/670165
E. Bryant,"CM,W",,San Antonio,Richmond Kickers,20.0,United States,United States,right,133750.0,84771.69050312594,-48978.30949687406,,,,,,,,,,,,,,
M. Kone,CM,,Tucson,Tucson,27.0,Côte d'Ivoire,"Côte d'Ivoire, Burkina Faso",right,133750.0,85215.1547448955,-48534.845255104505,138000,,330000,,2021-12-01,,,no agent,Mohamed Kone,Burkina Faso,28,FC Tucson,Defender - Centre-Back,https://www.transfermarkt.us/mohamed-kone/profil/spieler/352807
M. Kone,CM,,Tucson,Tucson,27.0,Côte d'Ivoire,"Côte d'Ivoire, Burkina Faso",right,133750.0,85215.1547448955,-48534.845255104505,138000,,330000,,2021-12-01,,,no agent,Mohamed Kone,Burkina Faso,28,FC Tucson,Defender - Centre-Back,https://www.transfermarkt.us/mohamed-kone/profil/spieler/352807
M. Kone,CM,,Tucson,Tucson,27.0,Côte d'Ivoire,"Côte d'Ivoire, Burkina Faso",right,133750.0,85215.1547448955,-48534.845255104505,138000,,330000,,2021-12-01,,,no agent,Mohamed Kone,Burkina Faso,28,FC Tucson,Defender - Centre-Back,https://www.transfermarkt.us/mohamed-kone/profil/spieler/352807
E. Alihodzic,"CM,W",,,Union Omaha,29.0,United States,"United States, Bosnia and Herzegovina",right,133750.0,91165.88597891445,-42584.11402108555,138000,,165000,,2021-04-22,2022-11-30,2022-04-05,ZUKA SOCCER,Emir Alihodzic,United States-Bosnia-Herzegovina,28 (29),Union Omaha,midfield - Central Midfield,https://www.transfermarkt.us/emir-alihodzic/profil/spieler/217448
M. Vang,"CM,AM,CF",,Columbus Crew II,Forward Madison,21.0,United States,United States,right,133750.0,98674.0510436242,-35075.948956375796,,,,,,,,,,,,,,
J. Pena,CM,2021-11-30,Tucson,Tucson,21.0,United States,United States,left,107000.0,84784.04682221796,-22215.953177782038,,,,,,,,,,,,,,
A. Obinwa,CM,2021-11-30,Tormenta,Tormenta,24.0,United States,United States,right,107000.0,368889.83809442795,261889.83809442795,,,,,,,,,,,,,,
S. Yeates,"CM,CF",,Toronto II,Toronto II,21.0,Canada,Canada,right,107000.0,106030.3720061747,-969.6279938252992,,,,,,,,,,,,,,
Alisson,"CB,CM",,North Texas,North Texas,22.0,Brazil,Brazil,,107000.0,170066.36769675926,63066.36769675926,,,,,,,,,,,,,,
A. Booth,"CM,AM,W",,Greenville Triumph,Greenville Triumph,24.0,United States,United States,,107000.0,371015.3904769919,264015.3904769919,110000,,110000,,2022-01-03,2022-11-30,,Remington Ellis Management,Andrew Booth,Jamaica-United States,24,Greenville Triumph SC,midfield - Right Midfield,https://www.transfermarkt.us/andrew-booth/profil/spieler/509539
A. Booth,"CM,AM,W",,Greenville Triumph,Greenville Triumph,24.0,United States,United States,,107000.0,371015.3904769919,264015.3904769919,110000,,110000,,2022-01-03,2022-11-30,,Remington Ellis Management,Andrew Booth,Jamaica,24,Greenville Triumph SC,midfield - Right Midfield,https://www.transfermarkt.us/andrew-booth/profil/spieler/509539
A. Booth,"CM,AM,W",,Greenville Triumph,Greenville Triumph,24.0,United States,United States,,107000.0,371015.3904769919,264015.3904769919,110000,,110000,,2022-01-03,2022-11-30,,Remington Ellis Management,Andrew Booth,Jamaica,24,Greenville Triumph SC,midfield - Right Midfield,https://www.transfermarkt.us/andrew-booth/profil/spieler/509539
A. Booth,"CM,AM,W",,Greenville Triumph,Greenville Triumph,24.0,United States,United States,,107000.0,371015.3904769919,264015.3904769919,110000,,110000,,2022-01-03,2022-11-30,,Remington Ellis Management,Andrew Booth,Jamaica,24,Greenville Triumph SC,midfield - Right Midfield,https://www.transfermarkt.us/andrew-booth/profil/spieler/509539
Jota,CM,,Tucson,Tucson,27.0,Portugal,Portugal,,107000.0,188307.53966802004,81307.53966802004,,,,,,,,,,,,,,
J. Villalobos,"CM,CF",,Chattanooga Red Wolves,Chattanooga Red Wolves,26.0,United States,"United States, Mexico",,107000.0,375004.326325954,268004.326325954,110000,,110000,,2020-12-04,2022-11-30,2021-12-22,,Jimmie Villalobos,United States-Mexico,26,Chattanooga Red Wolves SC,midfield - Right Midfield,https://www.transfermarkt.us/jimmie-villalobos/profil/spieler/836268
T. Otieno,"FB,CM",,Union Omaha,Union Omaha,23.0,Kenya,Kenya,,107000.0,374539.70105158887,267539.70105158887,110000,,110000,,2022-02-15,2023-11-30,,Ascension Athletes,Tobias Otieno,Kenya,23,Union Omaha,midfield - Defensive Midfield,https://www.transfermarkt.us/tobias-otieno/profil/spieler/708944
T. Otieno,"FB,CM",,Union Omaha,Union Omaha,23.0,Kenya,Kenya,,107000.0,374539.70105158887,267539.70105158887,110000,,110000,,2022-02-15,2023-11-30,,Ascension Athletes,Tobias Otieno,Kenya,23,Union Omaha,midfield - Defensive Midfield,https://www.transfermarkt.us/tobias-otieno/profil/spieler/708944
T. Otieno,"FB,CM",,Union Omaha,Union Omaha,23.0,Kenya,Kenya,,107000.0,374539.70105158887,267539.70105158887,110000,,110000,,2022-02-15,2023-11-30,,Ascension Athletes,Tobias Otieno,Kenya,23,Union Omaha,midfield - Defensive Midfield,https://www.transfermarkt.us/tobias-otieno/profil/spieler/708944
T. Otieno,"FB,CM",,Union Omaha,Union Omaha,23.0,Kenya,Kenya,,107000.0,374539.70105158887,267539.70105158887,110000,,110000,,2022-02-15,2023-11-30,,Ascension Athletes,Tobias Otieno,Kenya,23,Union Omaha,midfield - Defensive Midfield,https://www.transfermarkt.us/tobias-otieno/profil/spieler/708944
Michel,CM,,New England II,New England II,19.0,Brazil,Brazil,,107000.0,386493.0958384989,279493.0958384989,,,,,,,,,,,,,,
Manuel Ferriol,CM,,Tucson,Tucson,23.0,Spain,Spain,right,107000.0,200841.06684441888,93841.06684441888,,,,,,,,,,,,,,
M. Hemmings,CM,2021-11-30,Greenville Triumph,Greenville Triumph,24.0,England,England,,107000.0,377980.83049700357,270980.83049700357,,,,,,,,,,,,,,
J. Altobelli,"CM,CF",,Toronto II,Toronto II,19.0,Canada,Canada,right,107000.0,386817.7207703984,279817.7207703984,110000,,110000,,2020-12-16,2022-11-30,,Felkrem,Julian Altobelli,Canada-Italy,18 (19),Toronto FC II,attack - Centre-Forward,https://www.transfermarkt.us/julian-altobelli/profil/spieler/718101
J. Sukow,"CM,CF",,Forward Madison,Forward Madison,23.0,United States,United States,unknown,107000.0,130137.75101561923,23137.75101561923,110000,,110000,,2021-04-22,2022-11-30,2021-12-16,Path2Pro,Justin Sukow,United States,23,Forward Madison FC,midfield - Central Midfield,https://www.transfermarkt.us/justin-sukow/profil/spieler/886631
A. Jepson,CM,,Forward Madison,Forward Madison,27.0,United States,United States,right,107000.0,105051.13795188555,-1948.8620481144462,,,,,,,,,,,,,,
H. Neville,"FB,CM",,Inter Miami II,Fort Lauderdale,19.0,England,"England, Republic of Ireland",,107000.0,375188.00154063967,268188.00154063967,,,,,,,,,,,,,,
S. Alves,"CM,AM,CF",2021-11-30,Richmond Kickers,Richmond Kickers,25.0,Brazil,"Brazil, United States",,80250.0,94386.12554408776,14136.125544087758,,,,,,,,,,,,,,
R. Somersall,CM,2021-11-30,Tormenta,Tormenta,24.0,St. Kitts and Nevis,St. Kitts and Nevis,both,80250.0,90206.24743067216,9956.247430672156,83000,,83000,,2021-12-02,2022-11-30,,"Jordie Isen, Football Agent",Raheem Somersall,St. Kitts & Nevis,24,South Georgia Tormenta FC,midfield - Defensive Midfield,https://www.transfermarkt.us/raheem-somersall/profil/spieler/488981
R. Somersall,CM,2021-11-30,Tormenta,Tormenta,24.0,St. Kitts and Nevis,St. Kitts and Nevis,both,80250.0,90206.24743067216,9956.247430672156,83000,,83000,,2021-12-02,2022-11-30,,"Jordie Isen, Football Agent",Raheem Somersall,St. Kitts & Nevis,24,South Georgia Tormenta FC,midfield - Defensive Midfield,https://www.transfermarkt.us/raheem-somersall/profil/spieler/488981
R. Somersall,CM,2021-11-30,Tormenta,Tormenta,24.0,St. Kitts and Nevis,St. Kitts and Nevis,both,80250.0,90206.24743067216,9956.247430672156,83000,,83000,,2021-12-02,2022-11-30,,"Jordie Isen, Football Agent",Raheem Somersall,St. Kitts & Nevis,24,South Georgia Tormenta FC,midfield - Defensive Midfield,https://www.transfermarkt.us/raheem-somersall/profil/spieler/488981
G. Lavergne,CM,2021-11-30,York United FC,Tucson,22.0,United States,United States,,80250.0,88630.99663270093,8380.996632700932,,,,,,,,,,,,,,
J. Pérez,"CM,CF",,Dundalk,Forward Madison,24.0,United States,"United States, Mexico",left,80250.0,114690.39162266573,34440.39162266573,,,,,,,,,,,,,,
A. Pineda,"FB,CM",,Chattanooga Red Wolves,Chattanooga Red Wolves,24.0,United States,United States,left,80250.0,96385.95836777618,16135.958367776184,,,,,,,,,,,,,,
D. Steedman,"CM,AM",,,North Carolina FC,21.0,United States,United States,,80250.0,87582.26333342327,7332.263333423267,,,,,,,,,,,,,,
Enric Bernat,CM,,Toronto II,Toronto II,24.0,Spain,Spain,,80250.0,100293.29402880397,20043.294028803968,,,,,,,,,,,,,,
P. Pearson,CM,,North Carolina FC,North Carolina FC,25.0,United States,United States,,80250.0,376014.14509162237,295764.14509162237,83000,,83000,,2022-01-27,2022-11-30,,FSG USA,Peter Pearson,United States,25 (26),North Carolina FC,midfield - Defensive Midfield,https://www.transfermarkt.us/peter-pearson/profil/spieler/644927
A. Caputo,"CM,W",,Fort Lauderdale,Fort Lauderdale,21.0,Venezuela,"Venezuela, Italy",,80250.0,91180.55830063816,10930.558300638164,83000,,83000,,2021-04-09,2022-11-30,2022-02-24,RedWine Sports,Abel Caputo,Venezuela-Italy,20 (21),Fort Lauderdale CF,attack - Right Winger,https://www.transfermarkt.us/abel-caputo/profil/spieler/677694
A. Caputo,"CM,W",,Fort Lauderdale,Fort Lauderdale,21.0,Venezuela,"Venezuela, Italy",,80250.0,91180.55830063816,10930.558300638164,83000,,83000,,2021-04-09,2022-11-30,2022-02-24,RedWine Sports,Abel Caputo,Venezuela,21,Inter Miami CF II,attack - Right Winger,https://www.transfermarkt.us/abel-caputo/profil/spieler/677694
A. Caputo,"CM,W",,Fort Lauderdale,Fort Lauderdale,21.0,Venezuela,"Venezuela, Italy",,80250.0,91180.55830063816,10930.558300638164,83000,,83000,,2021-04-09,2022-11-30,2022-02-24,RedWine Sports,Abel Caputo,Venezuela,21,Inter Miami CF II,attack - Right Winger,https://www.transfermarkt.us/abel-caputo/profil/spieler/677694
A. Caputo,"CM,W",,Fort Lauderdale,Fort Lauderdale,21.0,Venezuela,"Venezuela, Italy",,80250.0,91180.55830063816,10930.558300638164,83000,,83000,,2021-04-09,2022-11-30,2022-02-24,RedWine Sports,Abel Caputo,Venezuela,21,Inter Miami CF II,attack - Right Winger,https://www.transfermarkt.us/abel-caputo/profil/spieler/677694
C. Vickers,"CM,W",2021-11-30,Richmond Kickers,Richmond Kickers,32.0,United States,United States,,53500.0,75328.8732752014,21828.873275201404,,,,,,,,,,,,,,
N. Aune,"CB,CM",,Richmond Kickers,Richmond Kickers,25.0,United States,United States,right,53500.0,118458.57887494033,64958.57887494033,,,,,,,,,,,,,,
J. Odenbeck,CM,2021-11-30,Stumptown Athletic,Tucson,26.0,United States,United States,,26750.0,85462.40943740524,58712.40943740524,,,,,,,,,,,,,,
C. McCall,"CM,W",,,Tormenta,25.0,Scotland,Scotland,,26750.0,209979.5047277695,183229.5047277695,,,,,,,,,,,,,,
M. Matthews,CM,,New England II,New England II,18.0,United States,United States,,0.0,86742.76133858328,86742.76133858328,,,,,,,,,,,,,,
M. Kwesele,"CB,CM",,Richmond Kickers,Richmond Kickers,26.0,United States,United States,unknown,0.0,93478.8613127835,93478.8613127835,,,,,,,,,,,,,,
B. Sanchez,CM,,Tucson,Tucson,17.0,United States,United States,,0.0,91261.99741985383,91261.99741985383,,,,,,,,,,,,,,
J. Buck,CM,,New England Res.,New England II,18.0,United States,United States,right,0.0,187724.7041518242,187724.7041518242,,,,,,,,,,,,,,
R. Gómez,CM,,Tormenta,Tormenta,25.0,United States,United States,,0.0,378023.0721571896,378023.0721571896,,,,,,,,,,,,,,
N. Ovalle,CM,,Toronto II,Toronto II,21.0,Chile,Chile,,0.0,88630.99663270093,88630.99663270093,,,,,,,,,,,,,,
D. Hardin,"CB,CM",,Fort Lauderdale,Fort Lauderdale,17.0,United States,United States,unknown,0.0,104465.47098266761,104465.47098266761,83000,,83000,,2022-02-24,2022-11-30,,,Drew Hardin,United States,17,Fort Lauderdale CF,midfield - Central Midfield,https://www.transfermarkt.us/drew-hardin/profil/spieler/882090
M. Corcoran,CM,,North Texas,North Texas,15.0,United States,United States,,0.0,88374.11325336286,88374.11325336286,,,,,,,,,,,,,,
A. Messer,CM,,Penn Quakers,North Carolina FC,18.0,United States,United States,,0.0,88630.99663270093,88630.99663270093,,,,,,,,,,,,,,
C. McCamy,"FB,CB,CM",,Northwestern Wildcats,North Carolina FC,18.0,United States,United States,,0.0,74770.10207282614,74770.10207282614,,,,,,,,,,,,,,
C. De Leon,CM,,,North Carolina FC,18.0,Trinidad and Tobago,Trinidad and Tobago,,0.0,88630.99663270093,88630.99663270093,,,,,,,,,,,,,,
N. Albadawi,CM,,,North Carolina FC,30.0,United States,"United States, Palestine",right,0.0,100938.97538518877,100938.97538518877,,,385000,,2021-09-12,,,Topnotch Management,Nazmi Albadawi,Palästina-United States,30,North Carolina FC,midfield - Central Midfield,https://www.transfermarkt.us/nazmi-albadawi/profil/spieler/308162
N. Albadawi,CM,,,North Carolina FC,30.0,United States,"United States, Palestine",right,0.0,100938.97538518877,100938.97538518877,,,385000,,2021-09-12,,,Topnotch Management,Nazmi Albadawi,Palästina,30,North Carolina FC,midfield - Central Midfield,https://www.transfermarkt.us/nazmi-albadawi/profil/spieler/308162
N. Albadawi,CM,,,North Carolina FC,30.0,United States,"United States, Palestine",right,0.0,100938.97538518877,100938.97538518877,,,385000,,2021-09-12,,,Topnotch Management,Nazmi Albadawi,Palästina,30,North Carolina FC,midfield - Central Midfield,https://www.transfermarkt.us/nazmi-albadawi/profil/spieler/308162
N. Albadawi,CM,,,North Carolina FC,30.0,United States,"United States, Palestine",right,0.0,100938.97538518877,100938.97538518877,,,385000,,2021-09-12,,,Topnotch Management,Nazmi Albadawi,Palästina,30,North Carolina FC,midfield - Central Midfield,https://www.transfermarkt.us/nazmi-albadawi/profil/spieler/308162
D. Ramirez,CM,,New England II,New England II,20.0,United States,United States,,0.0,904092.7560678856,904092.7560678856,,,,,,,,,,,,,,
H. Fujiwara,"CM,AM",,New England II,New England II,18.0,Japan,Japan,,0.0,95088.52304259554,95088.52304259554,,,,,,,,,,,,,,
M. Maldonado,"FB,CB,CM",,North Texas,North Texas,23.0,United States,United States,,0.0,422311.48567781167,422311.48567781167,,,,,,,,,,,,,,
T. Freitas,"FB,CM",,New England,New England II,21.0,United States,United States,,0.0,447804.9670523482,447804.9670523482,,,,,,,,,,,,,,
J. Ramos,"CB,CM",,Chattanooga Red Wolves,Chattanooga Red Wolves,23.0,United States,United States,,0.0,1064758.4118006488,1064758.4118006488,,,,,,,,,,,,,,
J. Saavedra,CM,,Fort Lauderdale,Fort Lauderdale,18.0,United States,United States,,0.0,91267.56019968506,91267.56019968506,,,,,,,,,,,,,,
R. Poplawski,CM,,Fort Lauderdale,Fort Lauderdale,24.0,Argentina,"Argentina, United States",,0.0,421728.34050525195,421728.34050525195,,,,,,,,,,,,,,
F. Raggio,CM,,Fort Lauderdale,Fort Lauderdale,19.0,United States,United States,,0.0,90473.21214365301,90473.21214365301,,,,,,,,,,,,,,
